provenance_row_id,form_name,field,source_value,source_concept_name,standard_concept_id,source_concept_code,source_lookup_uri,target_omop_uri
prov-1132,Past Medical History,condition_source_value,Tension,Tension-type headache,376382,MONDO:0017181,http://purl.obolibrary.org/obo/MONDO_0017181,https://athena.ohdsi.org/search-terms/terms/376382
prov-1133,Past Medical History,condition_source_value,THYROID_DISEASE,Endometriosis of Umbilicus,45944730,MONDO:0005133,http://purl.obolibrary.org/obo/MONDO_0005133,https://athena.ohdsi.org/search-terms/terms/45944730
prov-1134,Past Medical History,procedure_source_value,THYROIDECTOMY,Thyroidectomy,4030107,13619001,,https://athena.ohdsi.org/search-terms/terms/4030107
prov-1135,Past Medical History,procedure_source_value,TONSILLECTOMY_HX,Tonsillectomy,4070719,173422009,,https://athena.ohdsi.org/search-terms/terms/4070719
prov-1136,Past Medical History,condition_source_value,Vasculitis,Vasculitis,4137275,MONDO:0018882,http://purl.obolibrary.org/obo/MONDO_0018882,https://athena.ohdsi.org/search-terms/terms/4137275
prov-1137,Past Medical History,condition_source_value,VASCULITIS,Vasculitis,4137275,MONDO:0018882,http://purl.obolibrary.org/obo/MONDO_0018882,https://athena.ohdsi.org/search-terms/terms/4137275
prov-1138,Patient Dry Mouth Questionnaire,observation_source_value,diff_chew_food_reason_othr_spc,"Other, specify",45883153,LA12724-3,,https://athena.ohdsi.org/search-terms/terms/45883153
prov-1139,Patient Dry Mouth Questionnaire,observation_source_value,difficulty_chewing_food,Difficulty chopping food,4120237,286469002,,https://athena.ohdsi.org/search-terms/terms/4120237
prov-1140,Patient Dry Mouth Questionnaire,observation_source_value,difficulty_swalog_dry_food,Difficulty swallowing food,4125276,288945004,,https://athena.ohdsi.org/search-terms/terms/4125276
prov-1141,Patient Dry Mouth Questionnaire,observation_source_value,notice_dry_eyes,Dry eyes,4036620,162290004,,https://athena.ohdsi.org/search-terms/terms/4036620
prov-1142,Patient Dry Mouth Questionnaire,observation_source_value,radiation_trmt_head_neck_condition,Condition,46234708,75323-6,,https://athena.ohdsi.org/search-terms/terms/46234708
prov-1143,Patient Dry Mouth Questionnaire,observation_source_value,radiation_trmt_head_neck_date,Date,4026205,227423000,,https://athena.ohdsi.org/search-terms/terms/4026205
prov-1144,Patient Dry Mouth Questionnaire,observation_source_value,tobacco_use,Tobacco use duration,36303803,88029-4,,https://athena.ohdsi.org/search-terms/terms/36303803
prov-1145,Patient Dry Mouth Questionnaire,observation_source_value,tobacco_use_period,Tobacco use duration,36303803,88029-4,,https://athena.ohdsi.org/search-terms/terms/36303803
prov-1146,Patient Dry Mouth Questionnaire,observation_source_value,tobacco_use_type,Type,4259643,410656007,,https://athena.ohdsi.org/search-terms/terms/4259643
prov-1147,Physical Examination,condition_source_value,Telangiectasia,Telangiectasia disorder,4083797,247479008,,https://athena.ohdsi.org/search-terms/terms/4083797
prov-1148,Physical Examination,condition_source_value,Urticaria,Urticaria,139900,MONDO:0005492,http://purl.obolibrary.org/obo/MONDO_0005492,https://athena.ohdsi.org/search-terms/terms/139900
prov-1149,Physical Examination-Initial Evaluation,observation_source_value,abdmn_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1150,Physical Examination-Initial Evaluation,observation_source_value,abdmn_othr_specify,"Other, specify",45883153,LA12724-3,,https://athena.ohdsi.org/search-terms/terms/45883153
prov-1151,Physical Examination-Initial Evaluation,observation_source_value,abdmn_tendrns,Tenderness,45879307,LA17709-9,,https://athena.ohdsi.org/search-terms/terms/45879307
prov-1152,Physical Examination-Initial Evaluation,observation_source_value,active_discoid_rash_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1153,Physical Examination-Initial Evaluation,observation_source_value,addtnl_ansrca,Anasarca,4043107,16740003,,https://athena.ohdsi.org/search-terms/terms/4043107
prov-1154,Physical Examination-Initial Evaluation,observation_source_value,addtnl_cshngnd_apprnce,Cushingoid facies,4195232,67967009,,https://athena.ohdsi.org/search-terms/terms/4195232
prov-1155,Physical Examination-Initial Evaluation,observation_source_value,addtnl_pdl_edma,Edema of foot,4010362,102576009,,https://athena.ohdsi.org/search-terms/terms/4010362
prov-1156,Physical Examination-Initial Evaluation,observation_source_value,adr q6-eye movements,Extraocular eye movement,4162451,373642008,,https://athena.ohdsi.org/search-terms/terms/4162451
prov-1157,Physical Examination-Initial Evaluation,observation_source_value,appearance_body,Appearance,45766147,703248002,,https://athena.ohdsi.org/search-terms/terms/45766147
prov-1158,Physical Examination-Initial Evaluation,observation_source_value,bullous_rash_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1159,Physical Examination-Initial Evaluation,observation_source_value,cordntn_abnrml,Coordination problem,4114624,302289002,,https://athena.ohdsi.org/search-terms/terms/4114624
prov-1160,Physical Examination-Initial Evaluation,observation_source_value,decreased_rom_spfy,Limitation of joint movement,4323826,70733008,,https://athena.ohdsi.org/search-terms/terms/4323826
prov-1161,Physical Examination-Initial Evaluation,observation_source_value,distress_type,Type,4259643,410656007,,https://athena.ohdsi.org/search-terms/terms/4259643
prov-1162,Physical Examination-Initial Evaluation,observation_source_value,distressed,Distress,36032620,LA31437-9,,https://athena.ohdsi.org/search-terms/terms/36032620
prov-1163,Physical Examination-Initial Evaluation,observation_source_value,em_rash_location,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1164,Physical Examination-Initial Evaluation,observation_source_value,exam_abdomen,Abdomen,45882255,LA12706-0,,https://athena.ohdsi.org/search-terms/terms/45882255
prov-1165,Physical Examination-Initial Evaluation,observation_source_value,exam_addtnl,Additional values,4116359,255203001,,https://athena.ohdsi.org/search-terms/terms/4116359
prov-1166,Physical Examination-Initial Evaluation,observation_source_value,exam_gu,"Waiver of liability statement issued as required by payer policy, routine notice",2618094,GU,,https://athena.ohdsi.org/search-terms/terms/2618094
prov-1167,Physical Examination-Initial Evaluation,observation_source_value,exam_heart,Heart,36308337,LA21016-3,,https://athena.ohdsi.org/search-terms/terms/36308337
prov-1168,Physical Examination-Initial Evaluation,observation_source_value,exam_lungs,Lungs,1989902,LA32707-4,,https://athena.ohdsi.org/search-terms/terms/1989902
prov-1169,Physical Examination-Initial Evaluation,observation_source_value,exam_lymph,Lymphatic,45882736,LA16971-6,,https://athena.ohdsi.org/search-terms/terms/45882736
prov-1170,Physical Examination-Initial Evaluation,observation_source_value,exam_skin,Skin,45881860,LA4332-8,,https://athena.ohdsi.org/search-terms/terms/45881860
prov-1171,Physical Examination-Initial Evaluation,observation_source_value,exam_vascular,Cardiovascular examination finding,4154948,271910006,,https://athena.ohdsi.org/search-terms/terms/4154948
prov-1172,Physical Examination-Initial Evaluation,observation_source_value,eyes_abnorml_move,Abnormal ocular motility,4011323,103252009,,https://athena.ohdsi.org/search-terms/terms/4011323
prov-1173,Physical Examination-Initial Evaluation,observation_source_value,eyes_conjunct_l,Conjunctivitis of left eye,760864,,,https://athena.ohdsi.org/search-terms/terms/760864
prov-1174,Physical Examination-Initial Evaluation,observation_source_value,eyes_conjunct_r,Conjunctivitis of right eye,760865,,,https://athena.ohdsi.org/search-terms/terms/760865
prov-1175,Physical Examination-Initial Evaluation,observation_source_value,gu_wrt,Genital warts,4148102,266113007,,https://athena.ohdsi.org/search-terms/terms/4148102
prov-1176,Physical Examination-Initial Evaluation,observation_source_value,heart_murmur_diast,Diastolic murmur,4149273,30782001,,https://athena.ohdsi.org/search-terms/terms/4149273
prov-1177,Physical Examination-Initial Evaluation,observation_source_value,heart_murmur_othr,Heart murmur,4225205,421493004,,https://athena.ohdsi.org/search-terms/terms/4225205
prov-1178,Physical Examination-Initial Evaluation,observation_source_value,heart_murmur_othr_specify,Heart murmur,4225205,421493004,,https://athena.ohdsi.org/search-terms/terms/4225205
prov-1179,Physical Examination-Initial Evaluation,observation_source_value,heart_murmur_syst,Systolic murmur,4135718,31574009,,https://athena.ohdsi.org/search-terms/terms/4135718
prov-1180,Physical Examination-Initial Evaluation,observation_source_value,heart_rhythm_glp,Gallop rhythm,4070781,2170000,,https://athena.ohdsi.org/search-terms/terms/4070781
prov-1181,Physical Examination-Initial Evaluation,observation_source_value,heart_rhythm_irglr,Cardiac arrhythmia,45877319,LA15419-7,,https://athena.ohdsi.org/search-terms/terms/45877319
prov-1182,Physical Examination-Initial Evaluation,observation_source_value,heart_rhythm_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1183,Physical Examination-Initial Evaluation,observation_source_value,heart_sounds_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1184,Physical Examination-Initial Evaluation,observation_source_value,heart_sounds_rb,Pericardial friction rub,4323122,7036007,,https://athena.ohdsi.org/search-terms/terms/4323122
prov-1185,Physical Examination-Initial Evaluation,observation_source_value,heent,HEENT,45882664,LA16970-8,,https://athena.ohdsi.org/search-terms/terms/45882664
prov-1186,Physical Examination-Initial Evaluation,observation_source_value,heent_eyes,Ocular,42538089,738952007,,https://athena.ohdsi.org/search-terms/terms/42538089
prov-1187,Physical Examination-Initial Evaluation,observation_source_value,heent_mouth_throat,Mouth/Throat,36311031,LA9439-6,,https://athena.ohdsi.org/search-terms/terms/36311031
prov-1188,Physical Examination-Initial Evaluation,observation_source_value,heent_other,HEENT,45882664,LA16970-8,,https://athena.ohdsi.org/search-terms/terms/45882664
prov-1189,Physical Examination-Initial Evaluation,observation_source_value,heent_other_spfy,HEENT,45882664,LA16970-8,,https://athena.ohdsi.org/search-terms/terms/45882664
prov-1190,Physical Examination-Initial Evaluation,observation_source_value,heent_tonsils,Enlarged tonsil,4103504,301471002,,https://athena.ohdsi.org/search-terms/terms/4103504
prov-1191,Physical Examination-Initial Evaluation,observation_source_value,inactive_discoid_rash_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1192,Physical Examination-Initial Evaluation,observation_source_value,integ_subctanus_calcf,Subcutaneous calcification,4062859,17141001,,https://athena.ohdsi.org/search-terms/terms/4062859
prov-1193,Physical Examination-Initial Evaluation,observation_source_value,jaundice,Jaundice,45881353,LA7450-5,,https://athena.ohdsi.org/search-terms/terms/45881353
prov-1194,Physical Examination-Initial Evaluation,observation_source_value,kdnys,Kidneys,1990415,LA32708-2,,https://athena.ohdsi.org/search-terms/terms/1990415
prov-1195,Physical Examination-Initial Evaluation,observation_source_value,kdnys_cva_tndrns_l,Tenderness costovertebral angle (CVA),45877191,LA17257-9,,https://athena.ohdsi.org/search-terms/terms/45877191
prov-1196,Physical Examination-Initial Evaluation,observation_source_value,kdnys_cva_tndrns_r,Tenderness costovertebral angle (CVA),45877191,LA17257-9,,https://athena.ohdsi.org/search-terms/terms/45877191
prov-1197,Physical Examination-Initial Evaluation,observation_source_value,kdnys_othr,Kidney,45881016,LA4591-9,,https://athena.ohdsi.org/search-terms/terms/45881016
prov-1198,Physical Examination-Initial Evaluation,observation_source_value,leuko_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1199,Physical Examination-Initial Evaluation,observation_source_value,livedo_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1200,Physical Examination-Initial Evaluation,observation_source_value,lp_rash_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1201,Physical Examination-Initial Evaluation,observation_source_value,lph_ndes_axlry,Axillary,46237991,LA9370-3,,https://athena.ohdsi.org/search-terms/terms/46237991
prov-1202,Physical Examination-Initial Evaluation,observation_source_value,lph_ndes_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1203,Physical Examination-Initial Evaluation,observation_source_value,lungs_dec_bs,Decreased breath sounds,4240355,58840004,,https://athena.ohdsi.org/search-terms/terms/4240355
prov-1204,Physical Examination-Initial Evaluation,observation_source_value,lungs_othr,Lungs,1989902,LA32707-4,,https://athena.ohdsi.org/search-terms/terms/1989902
prov-1205,Physical Examination-Initial Evaluation,observation_source_value,lungs_rub,Pleural friction rub,4291941,37636003,,https://athena.ohdsi.org/search-terms/terms/4291941
prov-1206,Physical Examination-Initial Evaluation,observation_source_value,lungs_whzing,Wheezing,314754,56018004,,https://athena.ohdsi.org/search-terms/terms/314754
prov-1207,Physical Examination-Initial Evaluation,observation_source_value,lvr_othr,Liver,45880117,LA4584-4,,https://athena.ohdsi.org/search-terms/terms/45880117
prov-1208,Physical Examination-Initial Evaluation,observation_source_value,lvr_othr_specify,Liver,45880117,LA4584-4,,https://athena.ohdsi.org/search-terms/terms/45880117
prov-1209,Physical Examination-Initial Evaluation,observation_source_value,lvr_plpble,Palpable,4014160,103357000,,https://athena.ohdsi.org/search-terms/terms/4014160
prov-1210,Physical Examination-Initial Evaluation,observation_source_value,lvr_tndr,Tender,21499224,LA25070-6,,https://athena.ohdsi.org/search-terms/terms/21499224
prov-1211,Physical Examination-Initial Evaluation,observation_source_value,malar_rash_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1212,Physical Examination-Initial Evaluation,observation_source_value,mntl_dprssn,Depression,45878997,LA10576-9,,https://athena.ohdsi.org/search-terms/terms/45878997
prov-1213,Physical Examination-Initial Evaluation,observation_source_value,mntl_othr,Mental health,44803355,,,https://athena.ohdsi.org/search-terms/terms/44803355
prov-1214,Physical Examination-Initial Evaluation,observation_source_value,mntl_persnlt_dsordrs,Personality Disorder,45878996,LA10579-3,,https://athena.ohdsi.org/search-terms/terms/45878996
prov-1215,Physical Examination-Initial Evaluation,observation_source_value,motr_muscl_atrph,Muscle atrophy,78236,88092000,,https://athena.ohdsi.org/search-terms/terms/78236
prov-1216,Physical Examination-Initial Evaluation,observation_source_value,motr_muscl_wkns,Muscle weakness,79908,26544005,,https://athena.ohdsi.org/search-terms/terms/79908
prov-1217,Physical Examination-Initial Evaluation,observation_source_value,motr_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1218,Physical Examination-Initial Evaluation,observation_source_value,mouth_nasal_ulcr,Ulcer of nose,4214726,80497001,,https://athena.ohdsi.org/search-terms/terms/4214726
prov-1219,Physical Examination-Initial Evaluation,observation_source_value,mouth_oral_pharynx,Pharynx normal,4101209,300280008,,https://athena.ohdsi.org/search-terms/terms/4101209
prov-1220,Physical Examination-Initial Evaluation,observation_source_value,mouth_othr,Mouth,46238116,LA22157-4,,https://athena.ohdsi.org/search-terms/terms/46238116
prov-1221,Physical Examination-Initial Evaluation,observation_source_value,mouth_parotid_swell_l,Left parotid gland swelling,36687133,,,https://athena.ohdsi.org/search-terms/terms/36687133
prov-1222,Physical Examination-Initial Evaluation,observation_source_value,mouth_parotid_swell_r,Right parotid gland swelling,36687134,,,https://athena.ohdsi.org/search-terms/terms/36687134
prov-1223,Physical Examination-Initial Evaluation,observation_source_value,mouth_pharynx,Pharynx,46237771,LA22159-0,,https://athena.ohdsi.org/search-terms/terms/46237771
prov-1224,Physical Examination-Initial Evaluation,observation_source_value,mouth_thrsh,Candidiasis,433968,78048006,,https://athena.ohdsi.org/search-terms/terms/433968
prov-1225,Physical Examination-Initial Evaluation,observation_source_value,mouth_tongue_fis,Plicated tongue,441896,52368004,,https://athena.ohdsi.org/search-terms/terms/441896
prov-1226,Physical Examination-Initial Evaluation,observation_source_value,mouth_ulcr,Ulcer,4206914,56208002,,https://athena.ohdsi.org/search-terms/terms/4206914
prov-1227,Physical Examination-Initial Evaluation,observation_source_value,muscle_tenderness,Tenderness of skeletal muscle,4318813,22166009,,https://athena.ohdsi.org/search-terms/terms/4318813
prov-1228,Physical Examination-Initial Evaluation,observation_source_value,musculo_jaccds,Jaccoud's syndrome,72994,84801008,,https://athena.ohdsi.org/search-terms/terms/72994
prov-1229,Physical Examination-Initial Evaluation,observation_source_value,musculo_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1230,Physical Examination-Initial Evaluation,observation_source_value,musculo_synovitis,Synovitis,4168183,416209007,,https://athena.ohdsi.org/search-terms/terms/4168183
prov-1231,Physical Examination-Initial Evaluation,observation_source_value,musculo_tenosynovitis,Tenosynovitis,4195698,67801009,,https://athena.ohdsi.org/search-terms/terms/4195698
prov-1232,Physical Examination-Initial Evaluation,observation_source_value,nail_clubng,Clubbing,4279382,367004,,https://athena.ohdsi.org/search-terms/terms/4279382
prov-1233,Physical Examination-Initial Evaluation,observation_source_value,nail_onchlsis,Onycholysis,4328079,75789001,,https://athena.ohdsi.org/search-terms/terms/4328079
prov-1234,Physical Examination-Initial Evaluation,observation_source_value,nail_pitng,Pitting,4300983,77855009,,https://athena.ohdsi.org/search-terms/terms/4300983
prov-1235,Physical Examination-Initial Evaluation,observation_source_value,nail_splntr_hmrge,Splinter hemorrhage,4239074,91608003,,https://athena.ohdsi.org/search-terms/terms/4239074
prov-1236,Physical Examination-Initial Evaluation,observation_source_value,neck_othr,Neck,45882410,LA12703-7,,https://athena.ohdsi.org/search-terms/terms/45882410
prov-1237,Physical Examination-Initial Evaluation,observation_source_value,neck_thyrmgly,Goiter,135772,3716002,,https://athena.ohdsi.org/search-terms/terms/135772
prov-1238,Physical Examination-Initial Evaluation,observation_source_value,neuro_fac_palsy,Facial palsy,4091559,280816001,,https://athena.ohdsi.org/search-terms/terms/4091559
prov-1239,Physical Examination-Initial Evaluation,observation_source_value,neuro_othr,Neurologic,45884692,LA16973-2,,https://athena.ohdsi.org/search-terms/terms/45884692
prov-1240,Physical Examination-Initial Evaluation,observation_source_value,panniculitis_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1241,Physical Examination-Initial Evaluation,observation_source_value,pharynx_erythematous,Erythematous,45880454,LA19036-5,,https://athena.ohdsi.org/search-terms/terms/45880454
prov-1242,Physical Examination-Initial Evaluation,observation_source_value,psych_psychos,Psychosis,45881934,LA7534-6,,https://athena.ohdsi.org/search-terms/terms/45881934
prov-1243,Physical Examination-Initial Evaluation,observation_source_value,purpura_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1244,Physical Examination-Initial Evaluation,observation_source_value,skin_acn,Acne,141095,11381005,,https://athena.ohdsi.org/search-terms/terms/141095
prov-1245,Physical Examination-Initial Evaluation,observation_source_value,skin_atrph,Atrophy,4028206,13331008,,https://athena.ohdsi.org/search-terms/terms/4028206
prov-1246,Physical Examination-Initial Evaluation,observation_source_value,skin_bulls_rash,Vesiculobullous rash,4032934,14912003,,https://athena.ohdsi.org/search-terms/terms/4032934
prov-1247,Physical Examination-Initial Evaluation,observation_source_value,skin_erthmts_mclplr_rash,Maculopapular rash,4168606,47725002,,https://athena.ohdsi.org/search-terms/terms/4168606
prov-1248,Physical Examination-Initial Evaluation,observation_source_value,skin_gttrns_ppl,Gottron's papules,4083305,247455006,,https://athena.ohdsi.org/search-terms/terms/4083305
prov-1249,Physical Examination-Initial Evaluation,observation_source_value,skin_lkctclstc,Cutaneous leukocytoclastic angiitis,37397552,718217000,,https://athena.ohdsi.org/search-terms/terms/37397552
prov-1250,Physical Examination-Initial Evaluation,observation_source_value,skin_lps_prfnds,Lupus erythematosus profundus,4035795,15084002,,https://athena.ohdsi.org/search-terms/terms/4035795
prov-1251,Physical Examination-Initial Evaluation,observation_source_value,skin_lvdo_rtclrs,Livedo reticularis,4081096,238772004,,https://athena.ohdsi.org/search-terms/terms/4081096
prov-1252,Physical Examination-Initial Evaluation,observation_source_value,skin_mlr_rash,Butterfly rash,4148792,30704002,,https://athena.ohdsi.org/search-terms/terms/4148792
prov-1253,Physical Examination-Initial Evaluation,observation_source_value,skin_morph,Morphea,4066845,201049004,,https://athena.ohdsi.org/search-terms/terms/4066845
prov-1254,Physical Examination-Initial Evaluation,observation_source_value,skin_nail_chngs_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1255,Physical Examination-Initial Evaluation,observation_source_value,skin_othr_rash_othr,Skin rash,1989905,LA33097-9,,https://athena.ohdsi.org/search-terms/terms/1989905
prov-1256,Physical Examination-Initial Evaluation,observation_source_value,skin_pkldrma,Poikiloderma,4289297,70114006,,https://athena.ohdsi.org/search-terms/terms/4289297
prov-1257,Physical Examination-Initial Evaluation,observation_source_value,skin_pnclts,Panniculitis,432719,22125009,,https://athena.ohdsi.org/search-terms/terms/432719
prov-1258,Physical Examination-Initial Evaluation,observation_source_value,skin_psrsfm_rash,Psoriasiform rash,4278464,36639000,,https://athena.ohdsi.org/search-terms/terms/4278464
prov-1259,Physical Examination-Initial Evaluation,observation_source_value,skin_rhmtd_ndls,Rheumatoid nodule,4179799,50782009,,https://athena.ohdsi.org/search-terms/terms/4179799
prov-1260,Physical Examination-Initial Evaluation,observation_source_value,skin_rosc,Rosacea,136773,398909004,,https://athena.ohdsi.org/search-terms/terms/136773
prov-1261,Physical Examination-Initial Evaluation,observation_source_value,skin_sclrdactly,Sclerodactyly,4308071,201051000,,https://athena.ohdsi.org/search-terms/terms/4308071
prov-1262,Physical Examination-Initial Evaluation,observation_source_value,skin_stri,Linear atrophy,4188603,47212006,,https://athena.ohdsi.org/search-terms/terms/4188603
prov-1263,Physical Examination-Initial Evaluation,observation_source_value,skin_tlngctas,Telangiectasis,4010094,112641009,,https://athena.ohdsi.org/search-terms/terms/4010094
prov-1264,Physical Examination-Initial Evaluation,observation_source_value,skin_tphs,Tophus,4307013,3875003,,https://athena.ohdsi.org/search-terms/terms/4307013
prov-1265,Physical Examination-Initial Evaluation,observation_source_value,skin_ulcr,Ulcer,4206914,56208002,,https://athena.ohdsi.org/search-terms/terms/4206914
prov-1266,Physical Examination-Initial Evaluation,observation_source_value,skin_urtcria,Urticaria,4275899,64305001,,https://athena.ohdsi.org/search-terms/terms/4275899
prov-1267,Physical Examination-Initial Evaluation,observation_source_value,skin_vascltc_othr,Other,45878142,LA46-8,,https://athena.ohdsi.org/search-terms/terms/45878142
prov-1268,Physical Examination-Initial Evaluation,observation_source_value,skin_vtlgo,Vitiligo,45883870,LA15163-1,,https://athena.ohdsi.org/search-terms/terms/45883870
prov-1269,Physical Examination-Initial Evaluation,observation_source_value,snsry_bbnsky_l,Extensor plantar response,4079173,246586009,,https://athena.ohdsi.org/search-terms/terms/4079173
prov-1270,Physical Examination-Initial Evaluation,observation_source_value,snsry_bbnsky_r,Extensor plantar response,4079173,246586009,,https://athena.ohdsi.org/search-terms/terms/4079173
prov-1271,Physical Examination-Initial Evaluation,observation_source_value,snsry_hyporflx,Decreased reflex,3663207,835279003,,https://athena.ohdsi.org/search-terms/terms/3663207
prov-1272,Physical Examination-Initial Evaluation,observation_source_value,snsry_hyprflx,Hyperreflexia,4313132,86854008,,https://athena.ohdsi.org/search-terms/terms/4313132
prov-1273,Physical Examination-Initial Evaluation,observation_source_value,snsry_othr,Sensory,4136006,262139008,,https://athena.ohdsi.org/search-terms/terms/4136006
prov-1274,Physical Examination-Initial Evaluation,observation_source_value,snsry_postn,Malposition,4254066,408737001,,https://athena.ohdsi.org/search-terms/terms/4254066
prov-1275,Physical Examination-Initial Evaluation,observation_source_value,spln,Spleen,21498826,LA26010-1,,https://athena.ohdsi.org/search-terms/terms/21498826
prov-1276,Physical Examination-Initial Evaluation,observation_source_value,spln_othr,Spleen,21498826,LA26010-1,,https://athena.ohdsi.org/search-terms/terms/21498826
prov-1277,Physical Examination-Initial Evaluation,observation_source_value,spln_plble,Spleen palpable,4093336,249572006,,https://athena.ohdsi.org/search-terms/terms/4093336
prov-1278,Physical Examination-Initial Evaluation,observation_source_value,spln_tndr,Tenderness of spleen,4115861,300566002,,https://athena.ohdsi.org/search-terms/terms/4115861
prov-1279,Physical Examination-Initial Evaluation,observation_source_value,ulcer_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1280,Physical Examination-Initial Evaluation,observation_source_value,urticaria_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1281,Physical Examination-Initial Evaluation,observation_source_value,vsclr_brt,Bruit,4323144,70466008,,https://athena.ohdsi.org/search-terms/terms/4323144
prov-1282,Physical Examination-Initial Evaluation,observation_source_value,vsclr_brt_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1283,Physical Examination-Initial Evaluation,observation_source_value,vsclr_dcrsd_puls,Thready pulse,4274164,64661000,,https://athena.ohdsi.org/search-terms/terms/4274164
prov-1284,Physical Examination-Initial Evaluation,observation_source_value,vsclr_dcrsd_puls_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1285,Physical Examination-Initial Evaluation,observation_source_value,vsclr_nonpalble_puls_loc,Location,3175863,,,https://athena.ohdsi.org/search-terms/terms/3175863
prov-1286,Pregnancy Test Form,measurement_source_value,Serum,Serum pregnancy test (B-HCG),4041161,166434005,,https://athena.ohdsi.org/search-terms/terms/4041161
prov-1287,Pregnancy Test Form,measurement_source_value,Urine,Urine pregnancy test,4055285,167252002,,https://athena.ohdsi.org/search-terms/terms/4055285
prov-1288,Prior and Concomitant Medications,observation_source_value,rx_10_indicate,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1289,Prior and Concomitant Medications,observation_source_value,rx_11_indicate,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1290,Prior and Concomitant Medications,observation_source_value,rx_12_indicate,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1291,Prior and Concomitant Medications,observation_source_value,rx_13_indicate,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1292,Prior and Concomitant Medications,observation_source_value,rx_14_indicate,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1293,Prior and Concomitant Medications,observation_source_value,rx_15_indicate,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1294,Prior and Concomitant Medications,observation_source_value,rx_16_indicatn,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1295,Prior and Concomitant Medications,observation_source_value,rx_17_indicatn,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1296,Prior and Concomitant Medications,observation_source_value,rx_18_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1297,Prior and Concomitant Medications,observation_source_value,rx_19_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1298,Prior and Concomitant Medications,observation_source_value,rx_1_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1299,Prior and Concomitant Medications,observation_source_value,rx_20_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1300,Prior and Concomitant Medications,observation_source_value,rx_21_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1301,Prior and Concomitant Medications,observation_source_value,rx_22_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1302,Prior and Concomitant Medications,observation_source_value,rx_23_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1303,Prior and Concomitant Medications,observation_source_value,rx_24_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1304,Prior and Concomitant Medications,observation_source_value,rx_25_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
prov-1305,Prior and Concomitant Medications,observation_source_value,rx_26_indication,Indication Narrative,1092121,104907-1,,https://athena.ohdsi.org/search-terms/terms/1092121
