provenance_row_id,form_name,field,source_value,source_concept_name,standard_concept_id,source_concept_code,source_lookup_uri,target_omop_uri
prov-0537,Adverse Event/SAE,condition_source_value,Oral hemorrhage,Bleeding of mouth,4330466,22490002,,https://athena.ohdsi.org/search-terms/terms/4330466
prov-0538,Adverse Event/SAE,condition_source_value,Osteonecrosis,Osteonecrosis,4287786,MONDO:0005380,http://purl.obolibrary.org/obo/MONDO_0005380,https://athena.ohdsi.org/search-terms/terms/4287786
prov-0539,Adverse Event/SAE,condition_source_value,Osteonecrosis of jaw,Osteonecrosis of jaw,37164454,1231151009,,https://athena.ohdsi.org/search-terms/terms/37164454
prov-0540,Adverse Event/SAE,condition_source_value,Osteoporosis,Osteoporosis,80502,MONDO:0005298,http://purl.obolibrary.org/obo/MONDO_0005298,https://athena.ohdsi.org/search-terms/terms/80502
prov-0541,Adverse Event/SAE,condition_source_value,Otitis externa,Otitis externa,380731,MONDO:0004795,http://purl.obolibrary.org/obo/MONDO_0004795,https://athena.ohdsi.org/search-terms/terms/380731
prov-0542,Adverse Event/SAE,condition_source_value,Otitis media,Otitis media,372328,MONDO:0005441,http://purl.obolibrary.org/obo/MONDO_0005441,https://athena.ohdsi.org/search-terms/terms/372328
prov-0543,Adverse Event/SAE,condition_source_value,Ovarian infection,Infection of ovary,4090469,280516007,,https://athena.ohdsi.org/search-terms/terms/4090469
prov-0544,Adverse Event/SAE,condition_source_value,Ovarian rupture,Rupture of ovary,4339536,88294009,,https://athena.ohdsi.org/search-terms/terms/4339536
prov-0545,Adverse Event/SAE,condition_source_value,Ovulation pain,Mittelschmerz,201626,43548008,,https://athena.ohdsi.org/search-terms/terms/201626
prov-0546,Adverse Event/SAE,condition_source_value,Pain in extremity,Appendicular pain,4173803,275406005,,https://athena.ohdsi.org/search-terms/terms/4173803
prov-0547,Adverse Event/SAE,condition_source_value,Pain of skin,Pain of skin,4115411,301364008,,https://athena.ohdsi.org/search-terms/terms/4115411
prov-0548,Adverse Event/SAE,condition_source_value,Pancreatic anastomotic leak,Pancreatic anastomotic leak,4341772,235980000,,https://athena.ohdsi.org/search-terms/terms/4341772
prov-0549,Adverse Event/SAE,condition_source_value,Pancreatic duct stenosis,Pancreatic duct stricture,4340499,235972007,,https://athena.ohdsi.org/search-terms/terms/4340499
prov-0550,Adverse Event/SAE,condition_source_value,Pancreatic fistula,Pancreatic fistula,4093273,25803005,,https://athena.ohdsi.org/search-terms/terms/4093273
prov-0551,Adverse Event/SAE,condition_source_value,Pancreatic hemorrhage,Hemorrhage of pancreas,4319445,95562002,,https://athena.ohdsi.org/search-terms/terms/4319445
prov-0552,Adverse Event/SAE,condition_source_value,Pancreatic necrosis,Necrosis of pancreas,4080069,1835003,,https://athena.ohdsi.org/search-terms/terms/4080069
prov-0553,Adverse Event/SAE,condition_source_value,Papilledema,Optic disc edema,4308632,423341008,,https://athena.ohdsi.org/search-terms/terms/4308632
prov-0554,Adverse Event/SAE,condition_source_value,Paresthesia,Paresthesia,4236484,91019004,,https://athena.ohdsi.org/search-terms/terms/4236484
prov-0555,Adverse Event/SAE,condition_source_value,Paronychia,Paronychia,137057,MONDO:0005898,http://purl.obolibrary.org/obo/MONDO_0005898,https://athena.ohdsi.org/search-terms/terms/137057
prov-0556,Adverse Event/SAE,condition_source_value,Paroxysmal atrial tachycardia,Atrial paroxysmal tachycardia,4108830,195069001,,https://athena.ohdsi.org/search-terms/terms/4108830
prov-0557,Adverse Event/SAE,condition_source_value,Pelvic infection,Infection of pelvis,4003306,203230004,,https://athena.ohdsi.org/search-terms/terms/4003306
prov-0558,Adverse Event/SAE,condition_source_value,Pelvic pain,Pain in pelvis,4147829,30473006,,https://athena.ohdsi.org/search-terms/terms/4147829
prov-0559,Adverse Event/SAE,condition_source_value,Penile infection,Infection of penis,4205814,309090002,,https://athena.ohdsi.org/search-terms/terms/4205814
prov-0560,Adverse Event/SAE,condition_source_value,Penile pain,Pain in penis,4109081,285375003,,https://athena.ohdsi.org/search-terms/terms/4109081
prov-0561,Adverse Event/SAE,condition_source_value,Perforation bile duct,Perforation of bile duct,192957,37439003,,https://athena.ohdsi.org/search-terms/terms/192957
prov-0562,Adverse Event/SAE,condition_source_value,Pericardial effusion,Pericardial effusion,4161701,MONDO:0001370,http://purl.obolibrary.org/obo/MONDO_0001370,https://athena.ohdsi.org/search-terms/terms/4161701
prov-0563,Adverse Event/SAE,condition_source_value,Pericardial tamponade,Cardiac tamponade,318450,MONDO:0001297,http://purl.obolibrary.org/obo/MONDO_0001297,https://athena.ohdsi.org/search-terms/terms/318450
prov-0564,Adverse Event/SAE,condition_source_value,Perineal pain,Perineal pain,4021670,225565007,,https://athena.ohdsi.org/search-terms/terms/4021670
prov-0565,Adverse Event/SAE,condition_source_value,Periodontal disease,Periodontal disease,134398,2556008,,https://athena.ohdsi.org/search-terms/terms/134398
prov-0566,Adverse Event/SAE,condition_source_value,Periorbital edema,Periorbital edema,4177665,49563000,,https://athena.ohdsi.org/search-terms/terms/4177665
prov-0567,Adverse Event/SAE,condition_source_value,Peripheral ischemia,Peripheral ischemia,4124836,MONDO:0041114,http://purl.obolibrary.org/obo/MONDO_0041114,https://athena.ohdsi.org/search-terms/terms/4124836
prov-0568,Adverse Event/SAE,condition_source_value,Peripheral motor neuropathy,Peripheral motor neuropathy,4319472,95663000,,https://athena.ohdsi.org/search-terms/terms/4319472
prov-0569,Adverse Event/SAE,condition_source_value,Peripheral nerve infection,Infection of peripheral nerve,37161112,1177010008,,https://athena.ohdsi.org/search-terms/terms/37161112
prov-0570,Adverse Event/SAE,condition_source_value,Peripheral sensory neuropathy,Peripheral sensory neuropathy,37312197,789588003,,https://athena.ohdsi.org/search-terms/terms/37312197
prov-0571,Adverse Event/SAE,condition_source_value,Peritoneal infection,Infectious peritonitis,443796,129129003,,https://athena.ohdsi.org/search-terms/terms/443796
prov-0572,Adverse Event/SAE,condition_source_value,Personality change,Personality change,444092,102943000,,https://athena.ohdsi.org/search-terms/terms/444092
prov-0573,Adverse Event/SAE,condition_source_value,Phantom pain,Phantom pain,46271848,710110008,,https://athena.ohdsi.org/search-terms/terms/46271848
prov-0574,Adverse Event/SAE,condition_source_value,Pharyngeal anastomotic leak,Esophageal anastomotic leak,4340523,236086003,,https://athena.ohdsi.org/search-terms/terms/4340523
prov-0575,Adverse Event/SAE,condition_source_value,Pharyngeal fistula,Pharyngocutaneous fistula,4051495,232413009,,https://athena.ohdsi.org/search-terms/terms/4051495
prov-0576,Adverse Event/SAE,condition_source_value,Pharyngeal hemorrhage,Pharyngeal hemorrhage,4208719,324618004,,https://athena.ohdsi.org/search-terms/terms/4208719
prov-0577,Adverse Event/SAE,condition_source_value,Pharyngeal mucositis,Oropharyngeal mucositis,4131442,126665005,,https://athena.ohdsi.org/search-terms/terms/4131442
prov-0578,Adverse Event/SAE,condition_source_value,Pharyngeal stenosis,Pharyngeal stenosis,4049234,232408005,,https://athena.ohdsi.org/search-terms/terms/4049234
prov-0579,Adverse Event/SAE,condition_source_value,Pharyngitis,Pharyngitis,4226263,MONDO:0002258,http://purl.obolibrary.org/obo/MONDO_0002258,https://athena.ohdsi.org/search-terms/terms/4226263
prov-0580,Adverse Event/SAE,condition_source_value,Phlebitis,Phlebitis,318174,MONDO:0004625,http://purl.obolibrary.org/obo/MONDO_0004625,https://athena.ohdsi.org/search-terms/terms/318174
prov-0581,Adverse Event/SAE,condition_source_value,Photophobia,Photophobia,4260194,409668002,,https://athena.ohdsi.org/search-terms/terms/4260194
prov-0582,Adverse Event/SAE,condition_source_value,Pleural effusion,Pleural effusion,254061,60046008,,https://athena.ohdsi.org/search-terms/terms/254061
prov-0583,Adverse Event/SAE,condition_source_value,Pleural hemorrhage,Hemothorax,4135466,31892009,,https://athena.ohdsi.org/search-terms/terms/4135466
prov-0584,Adverse Event/SAE,condition_source_value,Pleural infection,Infective pleurisy,4198126,314042000,,https://athena.ohdsi.org/search-terms/terms/4198126
prov-0585,Adverse Event/SAE,condition_source_value,Pleuritic pain,Pleuritic pain,4330445,2237002,,https://athena.ohdsi.org/search-terms/terms/4330445
prov-0586,Adverse Event/SAE,condition_source_value,Pneumonitis,Pneumonitis,253506,MONDO:0043905,http://purl.obolibrary.org/obo/MONDO_0043905,https://athena.ohdsi.org/search-terms/terms/253506
prov-0587,Adverse Event/SAE,condition_source_value,Pneumothorax,Pneumothorax,253796,MONDO:0002076,http://purl.obolibrary.org/obo/MONDO_0002076,https://athena.ohdsi.org/search-terms/terms/253796
prov-0588,Adverse Event/SAE,condition_source_value,Portal hypertension,Portal hypertension,192680,MONDO:0005080,http://purl.obolibrary.org/obo/MONDO_0005080,https://athena.ohdsi.org/search-terms/terms/192680
prov-0589,Adverse Event/SAE,condition_source_value,Portal vein thrombosis,Portal vein thrombosis,199837,MONDO:0001339,http://purl.obolibrary.org/obo/MONDO_0001339,https://athena.ohdsi.org/search-terms/terms/199837
prov-0590,Adverse Event/SAE,condition_source_value,Postnasal drip,Posterior rhinorrhea,257683,75803007,,https://athena.ohdsi.org/search-terms/terms/257683
prov-0591,Adverse Event/SAE,condition_source_value,Postoperative hemorrhage,Postoperative hemorrhage,4002836,110265006,,https://athena.ohdsi.org/search-terms/terms/4002836
prov-0592,Adverse Event/SAE,condition_source_value,Precocious puberty,Precocious puberty,4267558,MONDO:0000088,http://purl.obolibrary.org/obo/MONDO_0000088,https://athena.ohdsi.org/search-terms/terms/4267558
prov-0593,Adverse Event/SAE,condition_source_value,Pregnancy loss,Miscarriage,4067106,17369002,,https://athena.ohdsi.org/search-terms/terms/4067106
prov-0594,Adverse Event/SAE,condition_source_value,Premature delivery,Premature delivery,4086393,282020008,,https://athena.ohdsi.org/search-terms/terms/4086393
prov-0595,Adverse Event/SAE,condition_source_value,Premature menopause,Premature ovarian failure,4028935,237788002,,https://athena.ohdsi.org/search-terms/terms/4028935
prov-0596,Adverse Event/SAE,condition_source_value,Presyncope,Near syncope,4142895,427461000,,https://athena.ohdsi.org/search-terms/terms/4142895
prov-0597,Adverse Event/SAE,condition_source_value,Proctitis,Proctitis,4215578,MONDO:0005538,http://purl.obolibrary.org/obo/MONDO_0005538,https://athena.ohdsi.org/search-terms/terms/4215578
prov-0598,Adverse Event/SAE,condition_source_value,Productive cough,Productive cough,4102774,28743005,,https://athena.ohdsi.org/search-terms/terms/4102774
prov-0599,Adverse Event/SAE,condition_source_value,Prolapse of urostomy,Urostomy stomal prolapse,4183123,298135000,,https://athena.ohdsi.org/search-terms/terms/4183123
prov-0600,Adverse Event/SAE,condition_source_value,Prostatic hemorrhage,Hemorrhage of prostate,4261336,44843000,,https://athena.ohdsi.org/search-terms/terms/4261336
prov-0601,Adverse Event/SAE,condition_source_value,Prostatic obstruction,Prostatic obstruction,4188305,4127004,,https://athena.ohdsi.org/search-terms/terms/4188305
prov-0602,Adverse Event/SAE,condition_source_value,Prostatic pain,Pain of prostate,4280580,36729000,,https://athena.ohdsi.org/search-terms/terms/4280580
prov-0603,Adverse Event/SAE,condition_source_value,Proteinuria,Proteinuria,75650,29738008,,https://athena.ohdsi.org/search-terms/terms/75650
prov-0604,Adverse Event/SAE,condition_source_value,Psychiatric disorders - Other specify,Mental disorder,432586,74732009,,https://athena.ohdsi.org/search-terms/terms/432586
prov-0605,Adverse Event/SAE,condition_source_value,Pulmonary edema,Pulmonary edema,4078925,MONDO:0006932,http://purl.obolibrary.org/obo/MONDO_0006932,https://athena.ohdsi.org/search-terms/terms/4078925
prov-0606,Adverse Event/SAE,condition_source_value,Pulmonary fibrosis,Fibrosis of lung,4197819,51615001,,https://athena.ohdsi.org/search-terms/terms/4197819
prov-0607,Adverse Event/SAE,condition_source_value,Pulmonary valve disease,Pulmonary valve disorder,319845,MONDO:0003628,http://purl.obolibrary.org/obo/MONDO_0003628,https://athena.ohdsi.org/search-terms/terms/319845
prov-0608,Adverse Event/SAE,condition_source_value,Purpura,Purpuric disorder,4307580,387778001,,https://athena.ohdsi.org/search-terms/terms/4307580
prov-0609,Adverse Event/SAE,condition_source_value,Radiculitis,Radiculitis,444263,MONDO:0021765,http://purl.obolibrary.org/obo/MONDO_0021765,https://athena.ohdsi.org/search-terms/terms/444263
prov-0610,Adverse Event/SAE,condition_source_value,Rash acneiform,Acneiform eruption,4299558,402644006,,https://athena.ohdsi.org/search-terms/terms/4299558
prov-0611,Adverse Event/SAE,condition_source_value,Rash maculo-papular,Maculopapular eruption,4083795,247471006,,https://athena.ohdsi.org/search-terms/terms/4083795
prov-0612,Adverse Event/SAE,condition_source_value,Rectal fissure,Anorectal fissure,1244353,1287371004,,https://athena.ohdsi.org/search-terms/terms/1244353
prov-0613,Adverse Event/SAE,condition_source_value,Rectal fistula,Rectal fistula,4213865,80736008,,https://athena.ohdsi.org/search-terms/terms/4213865
prov-0614,Adverse Event/SAE,condition_source_value,Rectal hemorrhage,Rectal hemorrhage,4026112,12063002,,https://athena.ohdsi.org/search-terms/terms/4026112
prov-0615,Adverse Event/SAE,condition_source_value,Rectal pain,Rectal pain,76458,77880009,,https://athena.ohdsi.org/search-terms/terms/76458
prov-0616,Adverse Event/SAE,condition_source_value,Rectal perforation,Perforation of rectum,4028907,10825001,,https://athena.ohdsi.org/search-terms/terms/4028907
prov-0617,Adverse Event/SAE,condition_source_value,Rectal stenosis,Stricture of rectum,4120705,25730006,,https://athena.ohdsi.org/search-terms/terms/4120705
prov-0618,Adverse Event/SAE,condition_source_value,Rectal ulcer,Ulcer of rectum,76150,54609002,,https://athena.ohdsi.org/search-terms/terms/76150
prov-0619,Adverse Event/SAE,condition_source_value,Recurrent laryngeal nerve palsy,Vagus nerve laryngeal paralysis,4181181,42998008,,https://athena.ohdsi.org/search-terms/terms/4181181
prov-0620,Adverse Event/SAE,condition_source_value,Renal calculi,Kidney stone,201620,95570007,,https://athena.ohdsi.org/search-terms/terms/201620
prov-0621,Adverse Event/SAE,condition_source_value,Renal colic,Renal colic,201690,7093002,,https://athena.ohdsi.org/search-terms/terms/201690
prov-0622,Adverse Event/SAE,condition_source_value,Renal hemorrhage,Hemorrhage of kidney,4316366,95571006,,https://athena.ohdsi.org/search-terms/terms/4316366
prov-0623,Adverse Event/SAE,condition_source_value,Reproductive system and breast disorders - Other specify,Disorder of reproductive system,4179871,362968007,,https://athena.ohdsi.org/search-terms/terms/4179871
prov-0624,Adverse Event/SAE,condition_source_value,Respiratory failure,Respiratory failure,4256228,MONDO:0021113,http://purl.obolibrary.org/obo/MONDO_0021113,https://athena.ohdsi.org/search-terms/terms/4256228
prov-0625,Adverse Event/SAE,condition_source_value,Restlessness,Restlessness,4012381,162221009,,https://athena.ohdsi.org/search-terms/terms/4012381
prov-0626,Adverse Event/SAE,condition_source_value,Restrictive cardiomyopathy,Restrictive cardiomyopathy,4190773,MONDO:0005201,http://purl.obolibrary.org/obo/MONDO_0005201,https://athena.ohdsi.org/search-terms/terms/4190773
prov-0627,Adverse Event/SAE,condition_source_value,Retinal detachment,Retinal detachment,378414,MONDO:0008375,http://purl.obolibrary.org/obo/MONDO_0008375,https://athena.ohdsi.org/search-terms/terms/378414
prov-0628,Adverse Event/SAE,condition_source_value,Retinal tear,Retinal tear,4317972,95690009,,https://athena.ohdsi.org/search-terms/terms/4317972
prov-0629,Adverse Event/SAE,condition_source_value,Retinal vascular disorder,Retinal vascular disorder,434337,MONDO:0002311,http://purl.obolibrary.org/obo/MONDO_0002311,https://athena.ohdsi.org/search-terms/terms/434337
prov-0630,Adverse Event/SAE,condition_source_value,Retinoic acid syndrome,Differentiation syndrome due to and following chemotherapy co-occurrent with acute promyelocytic leukemia,36676614,773537001,,https://athena.ohdsi.org/search-terms/terms/36676614
prov-0631,Adverse Event/SAE,condition_source_value,Retinopathy,Retinal disorder,378416,MONDO:0005283,http://purl.obolibrary.org/obo/MONDO_0005283,https://athena.ohdsi.org/search-terms/terms/378416
prov-0632,Adverse Event/SAE,condition_source_value,Retroperitoneal hemorrhage,Retroperitoneal hemorrhage,4318539,95549001,,https://athena.ohdsi.org/search-terms/terms/4318539
prov-0633,Adverse Event/SAE,condition_source_value,Reversible posterior leukoencephalopathy syndrome,Posterior reversible encephalopathy syndrome,42872891,450886002,,https://athena.ohdsi.org/search-terms/terms/42872891
prov-0634,Adverse Event/SAE,condition_source_value,Rhabdomyolysis,Rhabdomyolysis,4345578,240131006,,https://athena.ohdsi.org/search-terms/terms/4345578
prov-0635,Adverse Event/SAE,condition_source_value,Rhinitis infective,Common cold,260427,MONDO:0005709,http://purl.obolibrary.org/obo/MONDO_0005709,https://athena.ohdsi.org/search-terms/terms/260427
prov-0636,Adverse Event/SAE,condition_source_value,Rhinorrhea,Nasal discharge,4276172,64531003,,https://athena.ohdsi.org/search-terms/terms/4276172
prov-0637,Adverse Event/SAE,condition_source_value,Rotator cuff injury,Injury of rotator cuff,36713625,718539004,,https://athena.ohdsi.org/search-terms/terms/36713625
prov-0638,Adverse Event/SAE,observation_source_value,sae_concomitant_medications_spfy,Medications,3040048,52471-0,,https://athena.ohdsi.org/search-terms/terms/3040048
prov-0639,Adverse Event/SAE,observation_source_value,sae_concomitant_medications_tx,Treatments Set,3043287,46062-6,,https://athena.ohdsi.org/search-terms/terms/3043287
prov-0640,Adverse Event/SAE,observation_source_value,sae_lab_results_abnorm,Laboratory test result abnormal,4012972,165346000,,https://athena.ohdsi.org/search-terms/terms/4012972
prov-0641,Adverse Event/SAE,observation_source_value,sae_not_resolved_spfy,Reason for assessment,3042567,52454-6,,https://athena.ohdsi.org/search-terms/terms/3042567
prov-0642,Adverse Event/SAE,observation_source_value,sae_resolved_date,Date,4026205,227423000,,https://athena.ohdsi.org/search-terms/terms/4026205
prov-0643,Adverse Event/SAE,condition_source_value,Salivary duct inflammation,Sialodochitis,4218650,41569004,,https://athena.ohdsi.org/search-terms/terms/4218650
prov-0644,Adverse Event/SAE,condition_source_value,Salivary gland fistula,Fistula of salivary gland,28462,75260002,,https://athena.ohdsi.org/search-terms/terms/28462
prov-0645,Adverse Event/SAE,condition_source_value,Salivary gland infection,Infective sialoadenitis,4056911,196489000,,https://athena.ohdsi.org/search-terms/terms/4056911
prov-0646,Adverse Event/SAE,condition_source_value,Scalp pain,Tenderness of scalp,4294239,75851004,,https://athena.ohdsi.org/search-terms/terms/4294239
prov-0647,Adverse Event/SAE,condition_source_value,Scleral disorder,Disorder of sclera,436134,33064008,,https://athena.ohdsi.org/search-terms/terms/436134
prov-0648,Adverse Event/SAE,condition_source_value,Scoliosis,Scoliosis deformity of spine,72418,298382003,,https://athena.ohdsi.org/search-terms/terms/72418
prov-0649,Adverse Event/SAE,condition_source_value,Scrotal infection,Infection of scrotum,4154121,371413003,,https://athena.ohdsi.org/search-terms/terms/4154121
prov-0650,Adverse Event/SAE,condition_source_value,Scrotal pain,Pain in scrotum,4071874,20502007,,https://athena.ohdsi.org/search-terms/terms/4071874
prov-0651,Adverse Event/SAE,condition_source_value,Sepsis,Sepsis,132797,91302008,,https://athena.ohdsi.org/search-terms/terms/132797
prov-0652,Adverse Event/SAE,condition_source_value,Seroma,Seroma,37018844,715068009,,https://athena.ohdsi.org/search-terms/terms/37018844
prov-0653,Adverse Event/SAE,condition_source_value,Sick sinus syndrome,Sick sinus syndrome,4261842,MONDO:0001823,http://purl.obolibrary.org/obo/MONDO_0001823,https://athena.ohdsi.org/search-terms/terms/4261842
prov-0654,Adverse Event/SAE,condition_source_value,Sinus bradycardia,Sinus bradycardia,4171683,49710005,,https://athena.ohdsi.org/search-terms/terms/4171683
prov-0655,Adverse Event/SAE,condition_source_value,Sinus pain,Sinus headache,4172302,4969004,,https://athena.ohdsi.org/search-terms/terms/4172302
prov-0656,Adverse Event/SAE,condition_source_value,Sinus tachycardia,Sinus tachycardia,4007310,11092001,,https://athena.ohdsi.org/search-terms/terms/4007310
prov-0657,Adverse Event/SAE,condition_source_value,Sinusoidal obstruction syndrome,Veno-occlusive disease of the liver,4277276,65617004,,https://athena.ohdsi.org/search-terms/terms/4277276
prov-0658,Adverse Event/SAE,condition_source_value,Skin and subcutaneous tissue disorders - Other specify,Disorder of skin and/or subcutaneous tissue,200174,80659006,,https://athena.ohdsi.org/search-terms/terms/200174
prov-0659,Adverse Event/SAE,condition_source_value,Skin atrophy,Atrophic condition of skin,134118,400190005,,https://athena.ohdsi.org/search-terms/terms/134118
prov-0660,Adverse Event/SAE,condition_source_value,Skin hyperpigmentation,Hyperpigmentation of skin,4172432,49765009,,https://athena.ohdsi.org/search-terms/terms/4172432
prov-0661,Adverse Event/SAE,condition_source_value,Skin hypopigmentation,Skin hypopigmented,4041510,23006000,,https://athena.ohdsi.org/search-terms/terms/4041510
prov-0662,Adverse Event/SAE,condition_source_value,Skin induration,Induration of skin,4145436,34319007,,https://athena.ohdsi.org/search-terms/terms/4145436
prov-0663,Adverse Event/SAE,condition_source_value,Skin infection,Infection of skin and/or subcutaneous tissue,201093,19824006,,https://athena.ohdsi.org/search-terms/terms/201093
prov-0664,Adverse Event/SAE,condition_source_value,Skin papilloma,Papilloma of skin,4116354,255184001,,https://athena.ohdsi.org/search-terms/terms/4116354
prov-0665,Adverse Event/SAE,condition_source_value,Skin ulceration,Skin ulcer,4262920,46742003,,https://athena.ohdsi.org/search-terms/terms/4262920
prov-0666,Adverse Event/SAE,condition_source_value,Sleep apnea,Sleep apnea,313459,73430006,,https://athena.ohdsi.org/search-terms/terms/313459
prov-0667,Adverse Event/SAE,condition_source_value,Small intestinal anastomotic leak,Small intestine anastomotic leak,4341251,236090001,,https://athena.ohdsi.org/search-terms/terms/4341251
prov-0668,Adverse Event/SAE,condition_source_value,Small intestinal obstruction,Intestinal obstruction,193518,81060008,,https://athena.ohdsi.org/search-terms/terms/193518
prov-0669,Adverse Event/SAE,condition_source_value,Small intestinal perforation,Perforation of small intestine,4341631,235741002,,https://athena.ohdsi.org/search-terms/terms/4341631
prov-0670,Adverse Event/SAE,condition_source_value,Small intestinal stenosis,Stricture of small intestine,37160513,1162577003,,https://athena.ohdsi.org/search-terms/terms/37160513
prov-0671,Adverse Event/SAE,condition_source_value,Small intestine infection,Infarction of small intestine,4340940,235846002,,https://athena.ohdsi.org/search-terms/terms/4340940
prov-0672,Adverse Event/SAE,condition_source_value,Small intestine ulcer,Ulceration of small intestine,4342655,235710003,,https://athena.ohdsi.org/search-terms/terms/4342655
prov-0673,Adverse Event/SAE,condition_source_value,Sneezing,Sneezing,4328356,76067001,,https://athena.ohdsi.org/search-terms/terms/4328356
prov-0674,Adverse Event/SAE,condition_source_value,Soft tissue infection,Soft tissue infection,4320030,95880003,,https://athena.ohdsi.org/search-terms/terms/4320030
prov-0675,Adverse Event/SAE,condition_source_value,Somnolence,Hypersomnia,438134,77692006,,https://athena.ohdsi.org/search-terms/terms/438134
prov-0676,Adverse Event/SAE,condition_source_value,Sore throat,Sore throat,4147326,267102003,,https://athena.ohdsi.org/search-terms/terms/4147326
prov-0677,Adverse Event/SAE,condition_source_value,Spasticity,Spasticity,4329728,221360009,,https://athena.ohdsi.org/search-terms/terms/4329728
prov-0678,Adverse Event/SAE,condition_source_value,Spermatic cord hemorrhage,Hemorrhage of spermatic cord,4144374,33878005,,https://athena.ohdsi.org/search-terms/terms/4144374
prov-0679,Adverse Event/SAE,condition_source_value,Spermatic cord obstruction,Spermatic obstruction,4235650,360384007,,https://athena.ohdsi.org/search-terms/terms/4235650
prov-0680,Adverse Event/SAE,condition_source_value,Spinal cord compression,Spinal cord compression,4322945,71286001,,https://athena.ohdsi.org/search-terms/terms/4322945
prov-0681,Adverse Event/SAE,condition_source_value,Spinal fracture,Fracture of vertebral column,4174520,50448004,,https://athena.ohdsi.org/search-terms/terms/4174520
prov-0682,Adverse Event/SAE,condition_source_value,Splenic infection,Infection of spleen,36717456,721239009,,https://athena.ohdsi.org/search-terms/terms/36717456
prov-0683,Adverse Event/SAE,condition_source_value,Stenosis of gastrointestinal stoma,Gastrointestinal stenosis,4318716,95520009,,https://athena.ohdsi.org/search-terms/terms/4318716
prov-0684,Adverse Event/SAE,condition_source_value,Stevens-Johnson syndrome,Stevens-Johnson syndrome,141651,MONDO:0018229,http://purl.obolibrary.org/obo/MONDO_0018229,https://athena.ohdsi.org/search-terms/terms/141651
prov-0685,Adverse Event/SAE,condition_source_value,Stomach pain,Stomach ache,4152197,271681002,,https://athena.ohdsi.org/search-terms/terms/4152197
prov-0686,Adverse Event/SAE,condition_source_value,Stomal ulcer,Gastrojejunal ulcer,4059178,MONDO:0001155,http://purl.obolibrary.org/obo/MONDO_0001155,https://athena.ohdsi.org/search-terms/terms/4059178
prov-0687,Adverse Event/SAE,condition_source_value,Stridor,Stridor,253321,70407001,,https://athena.ohdsi.org/search-terms/terms/253321
prov-0688,Adverse Event/SAE,condition_source_value,Subcutaneous emphysema,Subcutaneous emphysema,4244061,3830001,,https://athena.ohdsi.org/search-terms/terms/4244061
prov-0689,Adverse Event/SAE,condition_source_value,Suicidal ideation,Suicidal thoughts,4273391,6471006,,https://athena.ohdsi.org/search-terms/terms/4273391
prov-0690,Adverse Event/SAE,condition_source_value,Superficial thrombophlebitis,Superficial thrombophlebitis,4085025,2477008,,https://athena.ohdsi.org/search-terms/terms/4085025
prov-0691,Adverse Event/SAE,condition_source_value,Superior vena cava syndrome,Superior vena cava syndrome,4272799,MONDO:0043287,http://purl.obolibrary.org/obo/MONDO_0043287,https://athena.ohdsi.org/search-terms/terms/4272799
prov-0692,Adverse Event/SAE,condition_source_value,Supraventricular tachycardia,Supraventricular tachycardia,4275423,6456007,,https://athena.ohdsi.org/search-terms/terms/4275423
prov-0693,Adverse Event/SAE,condition_source_value,Syncope,Syncope,135360,271594007,,https://athena.ohdsi.org/search-terms/terms/135360
prov-0694,Adverse Event/SAE,condition_source_value,Testicular disorder,Disorder of testis,4276801,64910008,,https://athena.ohdsi.org/search-terms/terms/4276801
prov-0695,Adverse Event/SAE,condition_source_value,Testicular hemorrhage,Hemorrhage of testis,4299088,77708008,,https://athena.ohdsi.org/search-terms/terms/4299088
prov-0696,Adverse Event/SAE,condition_source_value,Testicular pain,Pain in testicle,4270932,63901009,,https://athena.ohdsi.org/search-terms/terms/4270932
prov-0697,Adverse Event/SAE,condition_source_value,Testosterone deficiency,Hypotestosteronism,45772125,,,https://athena.ohdsi.org/search-terms/terms/45772125
prov-0698,Adverse Event/SAE,condition_source_value,Thromboembolic event,Thromboembolic disorder,4159647,371039008,,https://athena.ohdsi.org/search-terms/terms/4159647
prov-0699,Adverse Event/SAE,condition_source_value,Thrombotic thrombocytopenic purpura,Thrombotic thrombocytopenic purpura,4301602,MONDO:0018896,http://purl.obolibrary.org/obo/MONDO_0018896,https://athena.ohdsi.org/search-terms/terms/4301602
prov-0700,Adverse Event/SAE,condition_source_value,Tooth development disorder,Disorder of tooth development,4159157,371136004,,https://athena.ohdsi.org/search-terms/terms/4159157
prov-0701,Adverse Event/SAE,condition_source_value,Tooth discoloration,Dislocation of tooth,4050079,210366009,,https://athena.ohdsi.org/search-terms/terms/4050079
prov-0702,Adverse Event/SAE,condition_source_value,Tooth infection,Infection of tooth,4322737,427898007,,https://athena.ohdsi.org/search-terms/terms/4322737
prov-0703,Adverse Event/SAE,condition_source_value,Toothache,Toothache,4099176,27355003,,https://athena.ohdsi.org/search-terms/terms/4099176
prov-0704,Adverse Event/SAE,condition_source_value,Toxic epidermal necrolysis,Lyell syndrome,35625873,768962006,,https://athena.ohdsi.org/search-terms/terms/35625873
prov-0705,Adverse Event/SAE,condition_source_value,Tracheal fistula,Tracheal fistula,4121300,233778002,,https://athena.ohdsi.org/search-terms/terms/4121300
prov-0706,Adverse Event/SAE,condition_source_value,Tracheal hemorrhage,Tracheal hemorrhage,4121303,233783005,,https://athena.ohdsi.org/search-terms/terms/4121303
