Study,Layer,Param,Index,Value
SDY1737,layer_1,weight,"(27, 2)",0.014199909
SDY1737,layer_1,weight,"(27, 3)",0.3362708
SDY1737,layer_1,weight,"(28, 0)",-0.051788744
SDY1737,layer_1,weight,"(28, 1)",-0.056132987
SDY1737,layer_1,weight,"(28, 2)",0.029540801
SDY1737,layer_1,weight,"(28, 3)",0.19205448
SDY1737,layer_1,weight,"(29, 0)",0.022976892
SDY1737,layer_1,weight,"(29, 1)",0.2536016
SDY1737,layer_1,weight,"(29, 2)",-0.053873435
SDY1737,layer_1,weight,"(29, 3)",0.16462067
SDY1737,layer_1,weight,"(30, 0)",0.1580862
SDY1737,layer_1,weight,"(30, 1)",-0.28842095
SDY1737,layer_1,weight,"(30, 2)",-0.06763654
SDY1737,layer_1,weight,"(30, 3)",0.062833145
SDY1737,layer_1,weight,"(31, 0)",0.020320544
SDY1737,layer_1,weight,"(31, 1)",-0.11645759
SDY1737,layer_1,weight,"(31, 2)",-0.25862807
SDY1737,layer_1,weight,"(31, 3)",-0.22738479
SDY1737,layer_1,weight,"(32, 0)",-0.0056221276
SDY1737,layer_1,weight,"(32, 1)",-0.12699495
SDY1737,layer_1,weight,"(32, 2)",0.12542193
SDY1737,layer_1,weight,"(32, 3)",0.06781774
SDY1737,layer_1,weight,"(33, 0)",0.17311649
SDY1737,layer_1,weight,"(33, 1)",0.16263531
SDY1737,layer_1,weight,"(33, 2)",-0.0039329515
SDY1737,layer_1,weight,"(33, 3)",0.08368245
SDY1737,layer_1,weight,"(34, 0)",-0.08226751
SDY1737,layer_1,weight,"(34, 1)",-0.048817944
SDY1737,layer_1,weight,"(34, 2)",0.11878056
SDY1737,layer_1,weight,"(34, 3)",0.30332574
SDY1737,layer_1,weight,"(35, 0)",0.15981226
SDY1737,layer_1,weight,"(35, 1)",0.23074938
SDY1737,layer_1,weight,"(35, 2)",0.0906841
SDY1737,layer_1,weight,"(35, 3)",-0.101347715
SDY1737,layer_1,weight,"(36, 0)",-0.16846754
SDY1737,layer_1,weight,"(36, 1)",-0.2655699
SDY1737,layer_1,weight,"(36, 2)",-0.0393288
SDY1737,layer_1,weight,"(36, 3)",0.22263536
SDY1737,layer_1,weight,"(37, 0)",-0.24563116
SDY1737,layer_1,weight,"(37, 1)",0.14052618
SDY1737,layer_1,weight,"(37, 2)",0.019729866
SDY1737,layer_1,weight,"(37, 3)",0.081731774
SDY1737,layer_1,weight,"(38, 0)",0.17427838
SDY1737,layer_1,weight,"(38, 1)",0.054895416
SDY1737,layer_1,weight,"(38, 2)",-0.03295322
SDY1737,layer_1,weight,"(38, 3)",-0.15873288
SDY1737,layer_1,weight,"(39, 0)",0.20597637
SDY1737,layer_1,weight,"(39, 1)",0.20515685
SDY1737,layer_1,weight,"(39, 2)",0.16411236
SDY1737,layer_1,weight,"(39, 3)",0.21407409
SDY1737,layer_1,weight,"(40, 0)",-0.18812568
SDY1737,layer_1,weight,"(40, 1)",0.20245759
SDY1737,layer_1,weight,"(40, 2)",0.036755424
SDY1737,layer_1,weight,"(40, 3)",0.11743882
SDY1737,layer_1,weight,"(41, 0)",-0.025359517
SDY1737,layer_1,weight,"(41, 1)",-0.1918087
SDY1737,layer_1,weight,"(41, 2)",0.14716849
SDY1737,layer_1,weight,"(41, 3)",0.10996123
SDY1737,layer_1,weight,"(42, 0)",0.009140095
SDY1737,layer_1,weight,"(42, 1)",0.14019668
SDY1737,layer_1,weight,"(42, 2)",-0.074864894
SDY1737,layer_1,weight,"(42, 3)",0.25671676
SDY1737,layer_1,weight,"(43, 0)",0.2580323
SDY1737,layer_1,weight,"(43, 1)",0.19030626
SDY1737,layer_1,weight,"(43, 2)",0.060747873
SDY1737,layer_1,weight,"(43, 3)",-0.24836501
SDY1737,layer_1,weight,"(44, 0)",-0.11655374
SDY1737,layer_1,weight,"(44, 1)",-0.065450504
SDY1737,layer_1,weight,"(44, 2)",0.1569374
SDY1737,layer_1,weight,"(44, 3)",-0.18051068
SDY1737,layer_1,weight,"(45, 0)",-0.23006654
SDY1737,layer_1,weight,"(45, 1)",0.1475153
SDY1737,layer_1,weight,"(45, 2)",0.03530988
SDY1737,layer_1,weight,"(45, 3)",0.23245962
SDY1737,layer_1,weight,"(46, 0)",-0.27054232
SDY1737,layer_1,weight,"(46, 1)",-0.11584504
SDY1737,layer_1,weight,"(46, 2)",0.25174707
SDY1737,layer_1,weight,"(46, 3)",-0.2414849
SDY1737,layer_1,weight,"(47, 0)",0.2057347
SDY1737,layer_1,weight,"(47, 1)",-0.24683166
SDY1737,layer_1,weight,"(47, 2)",-0.09891398
SDY1737,layer_1,weight,"(47, 3)",0.31817284
SDY1737,layer_1,weight,"(48, 0)",-0.20185271
SDY1737,layer_1,weight,"(48, 1)",-0.03984598
SDY1737,layer_1,weight,"(48, 2)",-0.08851484
SDY1737,layer_1,weight,"(48, 3)",0.11805557
SDY1737,layer_1,weight,"(49, 0)",-0.24744831
SDY1737,layer_1,weight,"(49, 1)",0.11355581
SDY1737,layer_1,weight,"(49, 2)",-0.10480779
SDY1737,layer_1,weight,"(49, 3)",0.18053198
SDY1737,layer_1,weight,"(50, 0)",0.011561301
SDY1737,layer_1,weight,"(50, 1)",0.2890143
SDY1737,layer_1,weight,"(50, 2)",0.23516424
SDY1737,layer_1,weight,"(50, 3)",-0.05000212
SDY1737,layer_1,weight,"(51, 0)",0.23153052
SDY1737,layer_1,weight,"(51, 1)",-0.06228858
SDY1737,layer_1,weight,"(51, 2)",-0.16188507
SDY1737,layer_1,weight,"(51, 3)",-0.09143156
SDY1737,layer_1,weight,"(52, 0)",1.9789727e-06
SDY1737,layer_1,weight,"(52, 1)",0.18756202
SDY1737,layer_1,weight,"(52, 2)",0.19484568
SDY1737,layer_1,weight,"(52, 3)",-0.12055652
SDY1737,layer_1,weight,"(53, 0)",0.011040212
SDY1737,layer_1,weight,"(53, 1)",0.22895947
SDY1737,layer_1,weight,"(53, 2)",0.110796936
SDY1737,layer_1,weight,"(53, 3)",0.23550479
SDY1737,layer_1,weight,"(54, 0)",0.069425285
SDY1737,layer_1,weight,"(54, 1)",0.051059578
SDY1737,layer_1,weight,"(54, 2)",0.26955557
SDY1737,layer_1,weight,"(54, 3)",0.19005615
SDY1737,layer_1,weight,"(55, 0)",0.10146271
SDY1737,layer_1,weight,"(55, 1)",0.15539649
SDY1737,layer_1,weight,"(55, 2)",-0.17889363
SDY1737,layer_1,weight,"(55, 3)",-0.21720187
SDY1737,layer_1,weight,"(56, 0)",-0.12161302
SDY1737,layer_1,weight,"(56, 1)",-0.2066233
SDY1737,layer_1,weight,"(56, 2)",-0.19373554
SDY1737,layer_1,weight,"(56, 3)",0.05517661
SDY1737,layer_1,weight,"(57, 0)",-0.13440177
SDY1737,layer_1,weight,"(57, 1)",0.14723253
SDY1737,layer_1,weight,"(57, 2)",0.14464591
SDY1737,layer_1,weight,"(57, 3)",-0.09598084
SDY1737,layer_1,weight,"(58, 0)",-0.09788773
SDY1737,layer_1,weight,"(58, 1)",-0.025861228
SDY1737,layer_1,weight,"(58, 2)",-0.08540312
SDY1737,layer_1,weight,"(58, 3)",0.23147145
SDY1737,layer_1,weight,"(59, 0)",-0.14757468
SDY1737,layer_1,weight,"(59, 1)",0.12634887
SDY1737,layer_1,weight,"(59, 2)",0.024448974
SDY1737,layer_1,weight,"(59, 3)",-0.16617487
SDY1737,layer_1,weight,"(60, 0)",-0.26108867
SDY1737,layer_1,weight,"(60, 1)",-0.15604673
SDY1737,layer_1,weight,"(60, 2)",0.07838235
SDY1737,layer_1,weight,"(60, 3)",-0.14966117
SDY1737,layer_1,weight,"(61, 0)",-0.026770158
SDY1737,layer_1,weight,"(61, 1)",-0.12688152
SDY1737,layer_1,weight,"(61, 2)",-0.21688004
SDY1737,layer_1,weight,"(61, 3)",0.052436907
SDY1737,layer_1,weight,"(62, 0)",0.17295098
SDY1737,layer_1,weight,"(62, 1)",-0.16195449
SDY1737,layer_1,weight,"(62, 2)",-0.04157003
SDY1737,layer_1,weight,"(62, 3)",0.09703522
SDY1737,layer_1,weight,"(63, 0)",0.1675295
SDY1737,layer_1,weight,"(63, 1)",-0.18446742
SDY1737,layer_1,weight,"(63, 2)",0.0031233814
SDY1737,layer_1,weight,"(63, 3)",0.2944599
SDY1737,layer_1,weight,"(64, 0)",-0.28948277
SDY1737,layer_1,weight,"(64, 1)",0.0578875
SDY1737,layer_1,weight,"(64, 2)",-0.048870597
SDY1737,layer_1,weight,"(64, 3)",-0.12490198
SDY1737,layer_1,weight,"(65, 0)",0.23074256
SDY1737,layer_1,weight,"(65, 1)",-0.072825655
SDY1737,layer_1,weight,"(65, 2)",0.043704312
SDY1737,layer_1,weight,"(65, 3)",-0.05927102
SDY1737,layer_1,weight,"(66, 0)",0.18291329
SDY1737,layer_1,weight,"(66, 1)",-0.19138253
SDY1737,layer_1,weight,"(66, 2)",0.26202425
SDY1737,layer_1,weight,"(66, 3)",-0.014185596
SDY1737,layer_1,weight,"(67, 0)",0.13818336
SDY1737,layer_1,weight,"(67, 1)",0.018662646
SDY1737,layer_1,weight,"(67, 2)",0.14468412
SDY1737,layer_1,weight,"(67, 3)",0.14788593
SDY1737,layer_1,weight,"(68, 0)",0.018011393
SDY1737,layer_1,weight,"(68, 1)",-0.21012801
SDY1737,layer_1,weight,"(68, 2)",0.16016904
SDY1737,layer_1,weight,"(68, 3)",0.24583392
SDY1737,layer_1,weight,"(69, 0)",-0.0024053764
SDY1737,layer_1,weight,"(69, 1)",0.099561214
SDY1737,layer_1,weight,"(69, 2)",-0.12519538
SDY1737,layer_1,weight,"(69, 3)",0.22973612
SDY1737,layer_1,weight,"(70, 0)",0.17585668
SDY1737,layer_1,weight,"(70, 1)",-0.1416824
SDY1737,layer_1,weight,"(70, 2)",-0.25095624
SDY1737,layer_1,weight,"(70, 3)",-0.09477433
SDY1737,layer_1,weight,"(71, 0)",-0.13879925
SDY1737,layer_1,weight,"(71, 1)",-0.084346056
SDY1737,layer_1,weight,"(71, 2)",-0.17210029
SDY1737,layer_1,weight,"(71, 3)",-0.05903958
SDY1737,layer_1,bias,"(0,)",-0.023200069
SDY1737,layer_1,bias,"(1,)",-0.025426198
SDY1737,layer_1,bias,"(2,)",-0.014153679
SDY1737,layer_1,bias,"(3,)",0.005789666
SDY1737,layer_2,weight,"(0, 0)",0.038889114
SDY1737,layer_2,weight,"(0, 1)",0.03991328
SDY1737,layer_2,weight,"(0, 2)",0.34918964
SDY1737,layer_2,weight,"(0, 3)",0.38497013
SDY1737,layer_2,weight,"(0, 4)",0.31416458
SDY1737,layer_2,weight,"(0, 5)",0.5348789
SDY1737,layer_2,weight,"(0, 6)",0.5627649
SDY1737,layer_2,weight,"(0, 7)",0.11610761
SDY1737,layer_2,weight,"(0, 8)",-0.6561602
SDY1737,layer_2,weight,"(1, 0)",0.6195142
SDY1737,layer_2,weight,"(1, 1)",0.015804645
SDY1737,layer_2,weight,"(1, 2)",0.0024795884
SDY1737,layer_2,weight,"(1, 3)",-0.5785178
SDY1737,layer_2,weight,"(1, 4)",0.10158605
SDY1737,layer_2,weight,"(1, 5)",0.25379336
SDY1737,layer_2,weight,"(1, 6)",-0.043603376
SDY1737,layer_2,weight,"(1, 7)",-0.39318702
SDY1737,layer_2,weight,"(1, 8)",-0.5211389
SDY1737,layer_2,weight,"(2, 0)",0.02406684
SDY1737,layer_2,weight,"(2, 1)",-0.37811446
SDY1737,layer_2,weight,"(2, 2)",0.24025564
SDY1737,layer_2,weight,"(2, 3)",0.24733645
SDY1737,layer_2,weight,"(2, 4)",-0.10074083
SDY1737,layer_2,weight,"(2, 5)",0.34795755
SDY1737,layer_2,weight,"(2, 6)",0.2506032
SDY1737,layer_2,weight,"(2, 7)",0.42399508
SDY1737,layer_2,weight,"(2, 8)",-0.5384069
SDY1737,layer_2,weight,"(3, 0)",-0.4428687
SDY1737,layer_2,weight,"(3, 1)",0.036988426
SDY1737,layer_2,weight,"(3, 2)",-0.08853588
SDY1737,layer_2,weight,"(3, 3)",0.15260613
SDY1737,layer_2,weight,"(3, 4)",-0.38419688
SDY1737,layer_2,weight,"(3, 5)",0.07941215
SDY1737,layer_2,weight,"(3, 6)",-0.08990751
SDY1737,layer_2,weight,"(3, 7)",0.37693685
SDY1737,layer_2,weight,"(3, 8)",0.4916669
SDY1737,layer_2,bias,"(0,)",-0.02032428
SDY1737,layer_2,bias,"(1,)",-0.025267527
SDY1737,layer_2,bias,"(2,)",-0.02796246
SDY1737,layer_2,bias,"(3,)",0.03431062
SDY1737,layer_2,bias,"(4,)",-0.0012735747
SDY1737,layer_2,bias,"(5,)",-0.05151953
SDY1737,layer_2,bias,"(6,)",-0.03359218
SDY1737,layer_2,bias,"(7,)",-0.020867702
SDY1737,layer_2,bias,"(8,)",0.0058731977
SDY1737,layer_3,weight,"(0, 0, 0, 0)",-0.2745872
SDY1737,layer_3,weight,"(0, 1, 0, 0)",-0.49273333
SDY1737,layer_3,weight,"(0, 2, 0, 0)",-0.3986444
SDY1737,layer_3,weight,"(1, 0, 0, 0)",-0.062704265
SDY1737,layer_3,weight,"(1, 1, 0, 0)",-0.4693368
SDY1737,layer_3,weight,"(1, 2, 0, 0)",-0.32011652
SDY1737,layer_3,weight,"(2, 0, 0, 0)",0.6161977
SDY1737,layer_3,weight,"(2, 1, 0, 0)",0.36670032
SDY1737,layer_3,weight,"(2, 2, 0, 0)",0.5043772
SDY1737,layer_3,bias,"(0,)",0.08917857
