Study,Layer,Param,Index,Value
SDY1737,layer_0,weight,"(0, 0, 0, 0)",0.22198501
SDY1737,layer_0,weight,"(0, 0, 0, 1)",0.16231659
SDY1737,layer_0,weight,"(0, 0, 0, 2)",0.09624222
SDY1737,layer_0,weight,"(0, 0, 0, 3)",-0.114516556
SDY1737,layer_0,weight,"(0, 0, 0, 4)",-0.06708379
SDY1737,layer_0,weight,"(0, 0, 0, 5)",-0.14357342
SDY1737,layer_0,weight,"(0, 0, 0, 6)",-0.013419483
SDY1737,layer_0,weight,"(0, 0, 0, 7)",-0.08119783
SDY1737,layer_0,weight,"(0, 1, 0, 0)",0.17501733
SDY1737,layer_0,weight,"(0, 1, 0, 1)",-0.06373006
SDY1737,layer_0,weight,"(0, 1, 0, 2)",-0.03101271
SDY1737,layer_0,weight,"(0, 1, 0, 3)",0.14863084
SDY1737,layer_0,weight,"(0, 1, 0, 4)",0.18356135
SDY1737,layer_0,weight,"(0, 1, 0, 5)",-0.11688221
SDY1737,layer_0,weight,"(0, 1, 0, 6)",0.062270757
SDY1737,layer_0,weight,"(0, 1, 0, 7)",0.11864672
SDY1737,layer_0,weight,"(0, 2, 0, 0)",0.21106131
SDY1737,layer_0,weight,"(0, 2, 0, 1)",0.21363421
SDY1737,layer_0,weight,"(0, 2, 0, 2)",0.15799318
SDY1737,layer_0,weight,"(0, 2, 0, 3)",0.14575201
SDY1737,layer_0,weight,"(0, 2, 0, 4)",-0.13614976
SDY1737,layer_0,weight,"(0, 2, 0, 5)",-0.04705291
SDY1737,layer_0,weight,"(0, 2, 0, 6)",0.21664482
SDY1737,layer_0,weight,"(0, 2, 0, 7)",0.13532186
SDY1737,layer_0,weight,"(1, 0, 0, 0)",0.022498319
SDY1737,layer_0,weight,"(1, 0, 0, 1)",-0.16867067
SDY1737,layer_0,weight,"(1, 0, 0, 2)",-0.064565375
SDY1737,layer_0,weight,"(1, 0, 0, 3)",-0.09743783
SDY1737,layer_0,weight,"(1, 0, 0, 4)",-0.06464866
SDY1737,layer_0,weight,"(1, 0, 0, 5)",-0.030542208
SDY1737,layer_0,weight,"(1, 0, 0, 6)",0.12018254
SDY1737,layer_0,weight,"(1, 0, 0, 7)",0.005832405
SDY1737,layer_0,weight,"(1, 1, 0, 0)",0.16177079
SDY1737,layer_0,weight,"(1, 1, 0, 1)",0.042682335
SDY1737,layer_0,weight,"(1, 1, 0, 2)",0.16130029
SDY1737,layer_0,weight,"(1, 1, 0, 3)",-0.013180023
SDY1737,layer_0,weight,"(1, 1, 0, 4)",-0.1565988
SDY1737,layer_0,weight,"(1, 1, 0, 5)",-0.10987248
SDY1737,layer_0,weight,"(1, 1, 0, 6)",-0.18457408
SDY1737,layer_0,weight,"(1, 1, 0, 7)",0.090373464
SDY1737,layer_0,weight,"(1, 2, 0, 0)",0.14139041
SDY1737,layer_0,weight,"(1, 2, 0, 1)",0.12669617
SDY1737,layer_0,weight,"(1, 2, 0, 2)",0.27336642
SDY1737,layer_0,weight,"(1, 2, 0, 3)",0.21413267
SDY1737,layer_0,weight,"(1, 2, 0, 4)",0.23839432
SDY1737,layer_0,weight,"(1, 2, 0, 5)",-0.02770212
SDY1737,layer_0,weight,"(1, 2, 0, 6)",-0.1423735
SDY1737,layer_0,weight,"(1, 2, 0, 7)",0.11339232
SDY1737,layer_0,weight,"(2, 0, 0, 0)",-0.23823807
SDY1737,layer_0,weight,"(2, 0, 0, 1)",-0.07873831
SDY1737,layer_0,weight,"(2, 0, 0, 2)",0.11135577
SDY1737,layer_0,weight,"(2, 0, 0, 3)",0.03906042
SDY1737,layer_0,weight,"(2, 0, 0, 4)",-0.23767208
SDY1737,layer_0,weight,"(2, 0, 0, 5)",-0.22059767
SDY1737,layer_0,weight,"(2, 0, 0, 6)",0.21458416
SDY1737,layer_0,weight,"(2, 0, 0, 7)",-0.2022666
SDY1737,layer_0,weight,"(2, 1, 0, 0)",-0.11661741
SDY1737,layer_0,weight,"(2, 1, 0, 1)",-0.12692954
SDY1737,layer_0,weight,"(2, 1, 0, 2)",-0.23225813
SDY1737,layer_0,weight,"(2, 1, 0, 3)",-0.11227582
SDY1737,layer_0,weight,"(2, 1, 0, 4)",0.15871584
SDY1737,layer_0,weight,"(2, 1, 0, 5)",0.028759087
SDY1737,layer_0,weight,"(2, 1, 0, 6)",0.22830012
SDY1737,layer_0,weight,"(2, 1, 0, 7)",0.051592626
SDY1737,layer_0,weight,"(2, 2, 0, 0)",-0.25496468
SDY1737,layer_0,weight,"(2, 2, 0, 1)",0.017542932
SDY1737,layer_0,weight,"(2, 2, 0, 2)",-0.13011922
SDY1737,layer_0,weight,"(2, 2, 0, 3)",-0.11999268
SDY1737,layer_0,weight,"(2, 2, 0, 4)",5.9403013e-05
SDY1737,layer_0,weight,"(2, 2, 0, 5)",0.3100884
SDY1737,layer_0,weight,"(2, 2, 0, 6)",-0.21079952
SDY1737,layer_0,weight,"(2, 2, 0, 7)",0.24623857
SDY1737,layer_0,bias,"(0,)",0.017333256
SDY1737,layer_0,bias,"(1,)",-0.027132094
SDY1737,layer_0,bias,"(2,)",0.015384453
SDY1737,layer_0,bias,"(3,)",-0.0145666385
SDY1737,layer_0,bias,"(4,)",0.029063012
SDY1737,layer_0,bias,"(5,)",0.03073561
SDY1737,layer_0,bias,"(6,)",0.0030006242
SDY1737,layer_0,bias,"(7,)",-0.009678373
SDY1737,layer_1,weight,"(0, 0)",0.14260466
SDY1737,layer_1,weight,"(0, 1)",-0.100588
SDY1737,layer_1,weight,"(0, 2)",0.17921112
SDY1737,layer_1,weight,"(0, 3)",-0.07984946
SDY1737,layer_1,weight,"(1, 0)",-0.058675602
SDY1737,layer_1,weight,"(1, 1)",0.12771702
SDY1737,layer_1,weight,"(1, 2)",0.2645382
SDY1737,layer_1,weight,"(1, 3)",0.30030122
SDY1737,layer_1,weight,"(2, 0)",0.1431575
SDY1737,layer_1,weight,"(2, 1)",-0.09046179
SDY1737,layer_1,weight,"(2, 2)",-0.16553843
SDY1737,layer_1,weight,"(2, 3)",0.02660342
SDY1737,layer_1,weight,"(3, 0)",-0.25626826
SDY1737,layer_1,weight,"(3, 1)",-0.26602715
SDY1737,layer_1,weight,"(3, 2)",0.18860897
SDY1737,layer_1,weight,"(3, 3)",-0.050726503
SDY1737,layer_1,weight,"(4, 0)",-0.22844464
SDY1737,layer_1,weight,"(4, 1)",-0.28777087
SDY1737,layer_1,weight,"(4, 2)",0.16090444
SDY1737,layer_1,weight,"(4, 3)",-0.21331568
SDY1737,layer_1,weight,"(5, 0)",0.19027807
SDY1737,layer_1,weight,"(5, 1)",0.117371805
SDY1737,layer_1,weight,"(5, 2)",-0.22147849
SDY1737,layer_1,weight,"(5, 3)",0.12439778
SDY1737,layer_1,weight,"(6, 0)",-0.038177982
SDY1737,layer_1,weight,"(6, 1)",-0.1544872
SDY1737,layer_1,weight,"(6, 2)",-0.010887653
SDY1737,layer_1,weight,"(6, 3)",0.10460597
SDY1737,layer_1,weight,"(7, 0)",-0.28838718
SDY1737,layer_1,weight,"(7, 1)",0.09363672
SDY1737,layer_1,weight,"(7, 2)",0.19082741
SDY1737,layer_1,weight,"(7, 3)",-0.18882687
SDY1737,layer_1,weight,"(8, 0)",-0.09759683
SDY1737,layer_1,weight,"(8, 1)",0.06844795
SDY1737,layer_1,weight,"(8, 2)",-0.18906622
SDY1737,layer_1,weight,"(8, 3)",-0.10612754
SDY1737,layer_1,weight,"(9, 0)",-0.2565316
SDY1737,layer_1,weight,"(9, 1)",0.18978912
SDY1737,layer_1,weight,"(9, 2)",0.12565418
SDY1737,layer_1,weight,"(9, 3)",-0.08051766
SDY1737,layer_1,weight,"(10, 0)",-0.22343807
SDY1737,layer_1,weight,"(10, 1)",0.22730224
SDY1737,layer_1,weight,"(10, 2)",0.1421446
SDY1737,layer_1,weight,"(10, 3)",-0.2060272
SDY1737,layer_1,weight,"(11, 0)",0.24673122
SDY1737,layer_1,weight,"(11, 1)",0.26636496
SDY1737,layer_1,weight,"(11, 2)",0.09151664
SDY1737,layer_1,weight,"(11, 3)",-0.19673982
SDY1737,layer_1,weight,"(12, 0)",-0.05116808
SDY1737,layer_1,weight,"(12, 1)",-0.16438684
SDY1737,layer_1,weight,"(12, 2)",-0.21235341
SDY1737,layer_1,weight,"(12, 3)",-0.25607714
SDY1737,layer_1,weight,"(13, 0)",-0.15655415
SDY1737,layer_1,weight,"(13, 1)",0.01485414
SDY1737,layer_1,weight,"(13, 2)",-0.18711469
SDY1737,layer_1,weight,"(13, 3)",0.26826593
SDY1737,layer_1,weight,"(14, 0)",-0.04201065
SDY1737,layer_1,weight,"(14, 1)",-0.06866189
SDY1737,layer_1,weight,"(14, 2)",0.0030960562
SDY1737,layer_1,weight,"(14, 3)",0.21481901
SDY1737,layer_1,weight,"(15, 0)",0.21190302
SDY1737,layer_1,weight,"(15, 1)",0.09136565
SDY1737,layer_1,weight,"(15, 2)",0.04066159
SDY1737,layer_1,weight,"(15, 3)",0.23872164
SDY1737,layer_1,weight,"(16, 0)",0.1727057
SDY1737,layer_1,weight,"(16, 1)",-0.13323863
SDY1737,layer_1,weight,"(16, 2)",-0.19745207
SDY1737,layer_1,weight,"(16, 3)",0.0785683
SDY1737,layer_1,weight,"(17, 0)",0.14781533
SDY1737,layer_1,weight,"(17, 1)",0.18500923
SDY1737,layer_1,weight,"(17, 2)",0.17741647
SDY1737,layer_1,weight,"(17, 3)",0.23031184
SDY1737,layer_1,weight,"(18, 0)",0.19467491
SDY1737,layer_1,weight,"(18, 1)",0.14135912
SDY1737,layer_1,weight,"(18, 2)",-0.228349
SDY1737,layer_1,weight,"(18, 3)",0.07934296
SDY1737,layer_1,weight,"(19, 0)",-0.1687051
SDY1737,layer_1,weight,"(19, 1)",0.19404888
SDY1737,layer_1,weight,"(19, 2)",-0.21149693
SDY1737,layer_1,weight,"(19, 3)",-0.08653224
SDY1737,layer_1,weight,"(20, 0)",0.11528142
SDY1737,layer_1,weight,"(20, 1)",0.1882559
SDY1737,layer_1,weight,"(20, 2)",0.15242933
SDY1737,layer_1,weight,"(20, 3)",0.19121471
SDY1737,layer_1,weight,"(21, 0)",0.034160048
SDY1737,layer_1,weight,"(21, 1)",-0.13571262
SDY1737,layer_1,weight,"(21, 2)",0.14998466
SDY1737,layer_1,weight,"(21, 3)",-0.24994276
SDY1737,layer_1,weight,"(22, 0)",0.028227177
SDY1737,layer_1,weight,"(22, 1)",0.19341826
SDY1737,layer_1,weight,"(22, 2)",0.1253083
SDY1737,layer_1,weight,"(22, 3)",0.2529289
SDY1737,layer_1,weight,"(23, 0)",-0.13620321
SDY1737,layer_1,weight,"(23, 1)",0.04769621
SDY1737,layer_1,weight,"(23, 2)",0.09996899
SDY1737,layer_1,weight,"(23, 3)",-0.0826025
SDY1737,layer_1,weight,"(24, 0)",0.20290825
SDY1737,layer_1,weight,"(24, 1)",0.22841103
SDY1737,layer_1,weight,"(24, 2)",-0.1967044
SDY1737,layer_1,weight,"(24, 3)",0.021839015
SDY1737,layer_1,weight,"(25, 0)",0.08281649
SDY1737,layer_1,weight,"(25, 1)",0.16419454
SDY1737,layer_1,weight,"(25, 2)",0.054520316
SDY1737,layer_1,weight,"(25, 3)",-0.14087322
SDY1737,layer_1,weight,"(26, 0)",-0.28551364
SDY1737,layer_1,weight,"(26, 1)",-0.03939282
SDY1737,layer_1,weight,"(26, 2)",0.10583962
SDY1737,layer_1,weight,"(26, 3)",0.17805605
SDY1737,layer_1,weight,"(27, 0)",-0.13323061
SDY1737,layer_1,weight,"(27, 1)",-0.21365057
