Study,Layer,Param,Index,Value
SDY797,layer_2,weight,"(0, 11)",0.42384225
SDY797,layer_2,weight,"(0, 12)",0.18182923
SDY797,layer_2,weight,"(0, 13)",-0.323703
SDY797,layer_2,weight,"(0, 14)",0.020301046
SDY797,layer_2,weight,"(0, 15)",-0.16635562
SDY797,layer_2,weight,"(0, 16)",-0.18684882
SDY797,layer_2,weight,"(0, 17)",-0.04881504
SDY797,layer_2,weight,"(0, 18)",-0.07591513
SDY797,layer_2,weight,"(0, 19)",0.6084849
SDY797,layer_2,weight,"(0, 20)",-0.44064438
SDY797,layer_2,weight,"(0, 21)",-0.1793862
SDY797,layer_2,weight,"(0, 22)",-0.1851395
SDY797,layer_2,weight,"(0, 23)",0.12410656
SDY797,layer_2,weight,"(0, 24)",-0.30082887
SDY797,layer_2,weight,"(0, 25)",0.21420322
SDY797,layer_2,weight,"(0, 26)",0.075768836
SDY797,layer_2,weight,"(0, 27)",-0.17405626
SDY797,layer_2,weight,"(1, 0)",0.3789293
SDY797,layer_2,weight,"(1, 1)",0.5301605
SDY797,layer_2,weight,"(1, 2)",-0.44655102
SDY797,layer_2,weight,"(1, 3)",-0.05487952
SDY797,layer_2,weight,"(1, 4)",0.3847848
SDY797,layer_2,weight,"(1, 5)",0.14053915
SDY797,layer_2,weight,"(1, 6)",-0.51371896
SDY797,layer_2,weight,"(1, 7)",0.5149585
SDY797,layer_2,weight,"(1, 8)",-0.3500432
SDY797,layer_2,weight,"(1, 9)",0.5007808
SDY797,layer_2,weight,"(1, 10)",0.46578762
SDY797,layer_2,weight,"(1, 11)",-0.2056636
SDY797,layer_2,weight,"(1, 12)",-0.006999843
SDY797,layer_2,weight,"(1, 13)",-0.2184559
SDY797,layer_2,weight,"(1, 14)",1.0996728e-06
SDY797,layer_2,weight,"(1, 15)",0.07579255
SDY797,layer_2,weight,"(1, 16)",0.022334954
SDY797,layer_2,weight,"(1, 17)",-0.41240883
SDY797,layer_2,weight,"(1, 18)",-0.34676492
SDY797,layer_2,weight,"(1, 19)",0.24687141
SDY797,layer_2,weight,"(1, 20)",-0.32277238
SDY797,layer_2,weight,"(1, 21)",0.3720755
SDY797,layer_2,weight,"(1, 22)",-0.001239151
SDY797,layer_2,weight,"(1, 23)",-0.013764111
SDY797,layer_2,weight,"(1, 24)",0.36933088
SDY797,layer_2,weight,"(1, 25)",0.25795692
SDY797,layer_2,weight,"(1, 26)",-0.3963152
SDY797,layer_2,weight,"(1, 27)",0.07438992
SDY797,layer_2,bias,"(0,)",0.0107871685
SDY797,layer_2,bias,"(1,)",0.06773368
SDY797,layer_2,bias,"(2,)",0.0
SDY797,layer_2,bias,"(3,)",0.06883705
SDY797,layer_2,bias,"(4,)",0.06643556
SDY797,layer_2,bias,"(5,)",0.09301898
SDY797,layer_2,bias,"(6,)",-0.033378903
SDY797,layer_2,bias,"(7,)",0.071389265
SDY797,layer_2,bias,"(8,)",0.07985387
SDY797,layer_2,bias,"(9,)",0.016010297
SDY797,layer_2,bias,"(10,)",0.038536582
SDY797,layer_2,bias,"(11,)",0.09729011
SDY797,layer_2,bias,"(12,)",0.10078546
SDY797,layer_2,bias,"(13,)",0.0
SDY797,layer_2,bias,"(14,)",-0.040620353
SDY797,layer_2,bias,"(15,)",0.008384865
SDY797,layer_2,bias,"(16,)",0.008480551
SDY797,layer_2,bias,"(17,)",0.0
SDY797,layer_2,bias,"(18,)",0.0
SDY797,layer_2,bias,"(19,)",0.13164182
SDY797,layer_2,bias,"(20,)",0.0
SDY797,layer_2,bias,"(21,)",-0.031778358
SDY797,layer_2,bias,"(22,)",-0.006004097
SDY797,layer_2,bias,"(23,)",-0.1375775
SDY797,layer_2,bias,"(24,)",-0.0077390485
SDY797,layer_2,bias,"(25,)",0.059761893
SDY797,layer_2,bias,"(26,)",-0.06864916
SDY797,layer_2,bias,"(27,)",-0.005577207
SDY797,layer_3,weight,"(0, 0, 0, 0)",0.023049636
SDY797,layer_3,weight,"(0, 0, 1, 0)",-0.16618615
SDY797,layer_3,weight,"(0, 0, 2, 0)",-0.24034089
SDY797,layer_3,weight,"(0, 0, 3, 0)",0.32662684
SDY797,layer_3,weight,"(1, 0, 0, 0)",0.20968626
SDY797,layer_3,weight,"(1, 0, 1, 0)",0.18616198
SDY797,layer_3,weight,"(1, 0, 2, 0)",0.56925005
SDY797,layer_3,weight,"(1, 0, 3, 0)",0.40217137
SDY797,layer_3,weight,"(2, 0, 0, 0)",0.49468136
SDY797,layer_3,weight,"(2, 0, 1, 0)",-0.8831163
SDY797,layer_3,weight,"(2, 0, 2, 0)",-0.34805655
SDY797,layer_3,weight,"(2, 0, 3, 0)",0.32028174
SDY797,layer_3,bias,"(0,)",0.059066053
