Study,Layer,Param,Index,Value
SDY797,layer_0,weight,"(0, 0, 0, 0)",0.20234655
SDY797,layer_0,weight,"(0, 0, 0, 1)",0.31980708
SDY797,layer_0,weight,"(0, 0, 0, 2)",-0.027857943
SDY797,layer_0,weight,"(0, 0, 0, 3)",0.3314589
SDY797,layer_0,weight,"(0, 0, 0, 4)",0.080857374
SDY797,layer_0,weight,"(0, 0, 0, 5)",0.3004023
SDY797,layer_0,weight,"(0, 0, 0, 6)",0.16907512
SDY797,layer_0,weight,"(0, 0, 0, 7)",-0.14065422
SDY797,layer_0,weight,"(0, 1, 0, 0)",-0.09800704
SDY797,layer_0,weight,"(0, 1, 0, 1)",-0.057158966
SDY797,layer_0,weight,"(0, 1, 0, 2)",-0.17463529
SDY797,layer_0,weight,"(0, 1, 0, 3)",0.06310235
SDY797,layer_0,weight,"(0, 1, 0, 4)",0.2034001
SDY797,layer_0,weight,"(0, 1, 0, 5)",0.064427346
SDY797,layer_0,weight,"(0, 1, 0, 6)",0.28489465
SDY797,layer_0,weight,"(0, 1, 0, 7)",0.094912924
SDY797,layer_0,weight,"(0, 2, 0, 0)",0.008696377
SDY797,layer_0,weight,"(0, 2, 0, 1)",0.03531329
SDY797,layer_0,weight,"(0, 2, 0, 2)",0.18486133
SDY797,layer_0,weight,"(0, 2, 0, 3)",-0.20259134
SDY797,layer_0,weight,"(0, 2, 0, 4)",-0.069507666
SDY797,layer_0,weight,"(0, 2, 0, 5)",0.15617189
SDY797,layer_0,weight,"(0, 2, 0, 6)",-0.16220798
SDY797,layer_0,weight,"(0, 2, 0, 7)",0.17508717
SDY797,layer_0,weight,"(1, 0, 0, 0)",0.03901033
SDY797,layer_0,weight,"(1, 0, 0, 1)",0.21344233
SDY797,layer_0,weight,"(1, 0, 0, 2)",0.011085344
SDY797,layer_0,weight,"(1, 0, 0, 3)",-0.108512975
SDY797,layer_0,weight,"(1, 0, 0, 4)",0.07548832
SDY797,layer_0,weight,"(1, 0, 0, 5)",0.023909181
SDY797,layer_0,weight,"(1, 0, 0, 6)",-0.1337617
SDY797,layer_0,weight,"(1, 0, 0, 7)",-0.1020557
SDY797,layer_0,weight,"(1, 1, 0, 0)",0.10845931
SDY797,layer_0,weight,"(1, 1, 0, 1)",-0.20796998
SDY797,layer_0,weight,"(1, 1, 0, 2)",-0.06749317
SDY797,layer_0,weight,"(1, 1, 0, 3)",-0.024051975
SDY797,layer_0,weight,"(1, 1, 0, 4)",0.073591836
SDY797,layer_0,weight,"(1, 1, 0, 5)",-0.024282591
SDY797,layer_0,weight,"(1, 1, 0, 6)",0.25670964
SDY797,layer_0,weight,"(1, 1, 0, 7)",-0.09570538
SDY797,layer_0,weight,"(1, 2, 0, 0)",0.1337082
SDY797,layer_0,weight,"(1, 2, 0, 1)",0.16242608
SDY797,layer_0,weight,"(1, 2, 0, 2)",0.24219576
SDY797,layer_0,weight,"(1, 2, 0, 3)",0.15460908
SDY797,layer_0,weight,"(1, 2, 0, 4)",-0.20009233
SDY797,layer_0,weight,"(1, 2, 0, 5)",0.03327361
SDY797,layer_0,weight,"(1, 2, 0, 6)",0.20480824
SDY797,layer_0,weight,"(1, 2, 0, 7)",0.08820321
SDY797,layer_0,weight,"(2, 0, 0, 0)",0.13208236
SDY797,layer_0,weight,"(2, 0, 0, 1)",-0.048422415
SDY797,layer_0,weight,"(2, 0, 0, 2)",0.06886056
SDY797,layer_0,weight,"(2, 0, 0, 3)",-0.18833679
SDY797,layer_0,weight,"(2, 0, 0, 4)",0.15536353
SDY797,layer_0,weight,"(2, 0, 0, 5)",0.2410545
SDY797,layer_0,weight,"(2, 0, 0, 6)",0.27278566
SDY797,layer_0,weight,"(2, 0, 0, 7)",0.017081905
SDY797,layer_0,weight,"(2, 1, 0, 0)",-0.091742754
SDY797,layer_0,weight,"(2, 1, 0, 1)",0.10288929
SDY797,layer_0,weight,"(2, 1, 0, 2)",0.24029633
SDY797,layer_0,weight,"(2, 1, 0, 3)",-0.01989078
SDY797,layer_0,weight,"(2, 1, 0, 4)",-0.014139867
SDY797,layer_0,weight,"(2, 1, 0, 5)",-0.13937084
SDY797,layer_0,weight,"(2, 1, 0, 6)",0.11720996
SDY797,layer_0,weight,"(2, 1, 0, 7)",0.29981607
SDY797,layer_0,weight,"(2, 2, 0, 0)",0.24078436
SDY797,layer_0,weight,"(2, 2, 0, 1)",-0.19837613
SDY797,layer_0,weight,"(2, 2, 0, 2)",0.04916495
SDY797,layer_0,weight,"(2, 2, 0, 3)",-0.26635855
SDY797,layer_0,weight,"(2, 2, 0, 4)",-0.091301806
